Probability	lower	upper	Year	Predictions	Subgroup	ENiClust
0.031398550984024	0.0304170529841074	0.0323800489839407	1	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.0722845732263359	0.0701336086974313	0.0744355377552404	2	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.108740099781685	0.105650657278497	0.111829542284873	3	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.144307239531265	0.140395624819013	0.148218854243517	4	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.164707196166523	0.160365736397234	0.169048655935812	5	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.189345526977441	0.184524734419904	0.194166319534977	6	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.213335818695771	0.208089588953811	0.218582048437731	7	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.229138836137889	0.223634069174521	0.234643603101258	8	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.245860233220708	0.240100099479438	0.251620366961978	9	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.269232557860809	0.263143877173559	0.27532123854806	10	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.294018200333079	0.28761507918157	0.300421321484587	11	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.303793126486497	0.297270670070099	0.310315582902894	12	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.30883028922345	0.30224707043635	0.315413508010551	13	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
0.325525940731842	0.318746009157866	0.332305872305818	14	Cumulative	IDC - ER+ Typical	IC3/IC4/IC7/IC8
