Sample	ENiClust	Gene	AMP	Segment	linear	complex	ecDNA	Summary
CURTIS_H001747_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001747_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001747_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001747_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001747_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001747_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001743_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001743_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001743_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001743_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001743_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001743_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001676_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001676_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001676_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001676_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001676_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001676_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001666_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001666_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001666_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001666_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001666_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001666_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001652_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001652_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001652_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001652_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001652_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001652_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001626_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001626_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001626_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001626_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001626_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001626_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001621_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001621_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001621_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001621_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001621_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001621_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001614_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001614_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001614_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001614_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001614_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001614_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001593_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001593_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001593_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001593_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001593_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001593_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001558_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001558_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001558_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001558_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001558_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001558_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001554_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001554_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001554_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001554_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001554_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001554_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001548_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001548_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001548_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001548_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001548_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001548_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001546_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001546_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001546_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001546_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001546_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001546_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001541_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001541_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001541_T01_01_WG01	ic9	MYC	NA	NO	NO	NO	NO	NA
CURTIS_H001541_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001541_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001541_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001520_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001520_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001520_T01_01_WG01	ic9	MYC	NA	NO	NO	NO	NO	NA
CURTIS_H001520_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001520_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001520_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001519_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001519_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001519_T01_01_WG01	ic9	MYC	NA	NO	NO	NO	NO	NA
CURTIS_H001519_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001519_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001519_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001501_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001501_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001501_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001501_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001501_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001501_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001482_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001482_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001482_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001482_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001482_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001482_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001466_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001466_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001466_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001466_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001466_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001466_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H001461_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001461_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001461_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001461_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001461_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001461_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H000585_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000585_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000585_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000585_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000585_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000585_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000581_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000581_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000581_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000581_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000581_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000581_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000567_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000567_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000567_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000567_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000567_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000567_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000565_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000565_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000565_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000565_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000565_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000565_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000554_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000554_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000554_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000554_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000554_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000554_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000546_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000546_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000546_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000546_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000546_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000546_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000541_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000541_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000541_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000541_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000541_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000541_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000539_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000539_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000539_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000539_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000539_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000539_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000535_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000535_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000535_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000535_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000535_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000535_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000534_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000534_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000534_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000534_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000534_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000534_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000513_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000513_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000513_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000513_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000513_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000513_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000505_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000505_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000505_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000505_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000505_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000505_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000497_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000497_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000497_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000497_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000497_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000497_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000479_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000479_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000479_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000479_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000479_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000479_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000478_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000478_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000478_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000478_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000478_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000478_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H000472_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000472_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000472_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000472_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000472_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000472_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000462_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000462_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000462_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000462_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000462_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000462_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000451_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000451_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000451_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000451_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000451_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000451_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000435_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000435_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000435_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000435_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000435_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000435_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000402_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000402_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000402_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000402_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000402_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000402_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000396_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000396_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000396_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000396_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000396_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000396_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H000382_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H000382_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H000382_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H000382_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H000382_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H000382_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H001416_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H001416_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H001416_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H001416_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H001416_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H001416_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H004529_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H004529_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H004529_T01_01_WG01	ic9	MYC	YES	NO	YES	NO	NO	AMP
CURTIS_H004529_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H004529_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H004529_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H004482_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H004482_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H004482_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H004482_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H004482_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H004482_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H004463_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H004463_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H004463_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H004463_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H004463_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H004463_T01_01_WG01	ic9	RECQL4	NA	NO	NO	NO	NO	NA
CURTIS_H004297_T01_01_WG01	ic9	FBXO32	YES	NO	NO	NO	NO	AMP
CURTIS_H004297_T01_01_WG01	ic9	SQLE	YES	NO	NO	NO	NO	AMP
CURTIS_H004297_T01_01_WG01	ic9	MYC	YES	NO	NO	NO	NO	AMP
CURTIS_H004297_T01_01_WG01	ic9	ADCY8	YES	NO	NO	NO	NO	AMP
CURTIS_H004297_T01_01_WG01	ic9	RAD21	YES	NO	NO	NO	NO	AMP
CURTIS_H004297_T01_01_WG01	ic9	RECQL4	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H002080_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
