Sample	ENiClust	Gene	AMP	Segment	linear	complex	ecDNA	Summary
CURTIS_H004323_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004322_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H004322_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004322_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H004320_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H004320_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H004320_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H004320_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H004320_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H004320_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004320_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004313_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	CDK12	NO	NO	NO	NO	YES	NO
CURTIS_H004313_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004313_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	MED1	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	NEUROD2	NA	NO	NO	NO	YES	NA
CURTIS_H004313_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004313_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H004313_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004313_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	NO	NO
CURTIS_H004313_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004313_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H004310_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H004310_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004310_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004305_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004299_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004299_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H004093_T02_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004093_T02_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004266_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004266_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H004260_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	CACNB1	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	CDK12	NO	NO	NO	NO	YES	NO
CURTIS_H004260_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004260_T01_01_WG01	ic5	FBXL20	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	MED1	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004260_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004260_T01_01_WG01	ic5	PLXDC1	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004260_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004260_T01_01_WG01	ic5	RPL19	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	STAC2	NO	NO	NO	NO	NO	NO
CURTIS_H004260_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004260_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004259_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004256_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004236_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	NO	AMP
CURTIS_H004236_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	NO	AMP
CURTIS_H004219_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H004219_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004219_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H004213_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004213_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	ERBB2	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	NO	AMP
CURTIS_H004207_T01_01_WG01	ic5	NEUROD2	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	PGAP3	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	PPP1R1B	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	RPL19	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	STAC2	NA	NO	NO	NO	YES	NA
CURTIS_H004207_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004207_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H004204_T01_01_WG01	ic5	ARL5C	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	CACNB1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	CDK12	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	ERBB2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	FBXL20	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	MED1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	NEUROD2	NA	NO	NO	YES	NO	NA
CURTIS_H004204_T01_01_WG01	ic5	PGAP3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	PNMT	NA	NO	NO	YES	NO	NA
CURTIS_H004204_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	RPL19	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	STAC2	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	STARD3	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004204_T01_01_WG01	ic5	TCAP	YES	NO	NO	YES	NO	Complex-AMP
CURTIS_H004202_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	NEUROD2	NA	NO	NO	NO	YES	NA
CURTIS_H004202_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	PNMT	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004202_T01_01_WG01	ic5	TCAP	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	ARL5C	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	CACNB1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	CDK12	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	ERBB2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	FBXL20	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	MED1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	NEUROD2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	PGAP3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	PLXDC1	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	PNMT	NA	NO	NO	NO	YES	NA
CURTIS_H004197_T01_01_WG01	ic5	PPP1R1B	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	RPL19	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	STAC2	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	STARD3	YES	NO	NO	NO	YES	ecDNA-AMP
CURTIS_H004197_T01_01_WG01	ic5	TCAP	NA	NO	NO	NO	YES	NA
CURTIS_H004167_T01_01_WG01	ic5	ARL5C	NO	NO	NO	NO	NO	NO
