Sample,group,name,value
CURTIS_H002052_T01_01_WG01,IC10,SV_dama,185
CURTIS_H002054_T01_01_WG01,IC10,fraction_cna,0.81
CURTIS_H002054_T01_01_WG01,IC10,fraction_loh,0.18
CURTIS_H002054_T01_01_WG01,IC10,SV_dama,121
CURTIS_H002055_T01_01_WG01,IC10,fraction_cna,0.8
CURTIS_H002055_T01_01_WG01,IC10,fraction_loh,0.058
CURTIS_H002055_T01_01_WG01,IC10,SV_dama,74
CURTIS_H002056_T01_01_WG01,IC10,fraction_cna,0.99
CURTIS_H002056_T01_01_WG01,IC10,fraction_loh,0.24
CURTIS_H002056_T01_01_WG01,IC10,SV_dama,283
CURTIS_H002057_T01_01_WG01,IC4ER-,fraction_cna,0.22
CURTIS_H002057_T01_01_WG01,IC4ER-,fraction_loh,0.057
CURTIS_H002057_T01_01_WG01,IC4ER-,SV_dama,23
CURTIS_H002058_T01_01_WG01,IC10,fraction_cna,0.83
CURTIS_H002058_T01_01_WG01,IC10,fraction_loh,0.24
CURTIS_H002058_T01_01_WG01,IC10,SV_dama,93
CURTIS_H002059_T01_01_WG01,IC10,fraction_cna,0.5
CURTIS_H002059_T01_01_WG01,IC10,fraction_loh,0.25
CURTIS_H002059_T01_01_WG01,IC10,SV_dama,230
CURTIS_H002060_T01_01_WG01,IC10,fraction_cna,0.93
CURTIS_H002060_T01_01_WG01,IC10,fraction_loh,0.13
CURTIS_H002060_T01_01_WG01,IC10,SV_dama,270
CURTIS_H002061_T01_01_WG01,IC10,fraction_cna,0.88
CURTIS_H002061_T01_01_WG01,IC10,fraction_loh,0.23
CURTIS_H002061_T01_01_WG01,IC10,SV_dama,202
CURTIS_H002062_T01_01_WG01,IC10,fraction_cna,0.99
CURTIS_H002062_T01_01_WG01,IC10,fraction_loh,0.012
CURTIS_H002062_T01_01_WG01,IC10,SV_dama,324
CURTIS_H002063_T01_01_WG01,IC10,fraction_cna,0.93
CURTIS_H002063_T01_01_WG01,IC10,fraction_loh,0.12
CURTIS_H002063_T01_01_WG01,IC10,SV_dama,364
CURTIS_H002065_T01_01_WG01,IC10,fraction_cna,0.54
CURTIS_H002065_T01_01_WG01,IC10,fraction_loh,0.076
CURTIS_H002065_T01_01_WG01,IC10,SV_dama,117
CURTIS_H002066_T01_01_WG01,IC10,fraction_cna,0.66
CURTIS_H002066_T01_01_WG01,IC10,fraction_loh,0.28
CURTIS_H002066_T01_01_WG01,IC10,SV_dama,150
CURTIS_H002067_T01_01_WG01,IC10,fraction_cna,0.76
CURTIS_H002067_T01_01_WG01,IC10,fraction_loh,0.18
CURTIS_H002067_T01_01_WG01,IC10,SV_dama,118
CURTIS_H002068_T01_01_WG01,IC10,fraction_cna,0.46
CURTIS_H002068_T01_01_WG01,IC10,fraction_loh,0.19
CURTIS_H002068_T01_01_WG01,IC10,SV_dama,212
CURTIS_H002069_T01_01_WG01,IC4ER-,fraction_cna,0.67
CURTIS_H002069_T01_01_WG01,IC4ER-,fraction_loh,0.21
CURTIS_H002069_T01_01_WG01,IC4ER-,SV_dama,4
CURTIS_H002070_T01_01_WG01,IC10,fraction_cna,0.22
CURTIS_H002070_T01_01_WG01,IC10,fraction_loh,0.04
CURTIS_H002070_T01_01_WG01,IC10,SV_dama,34
CURTIS_H002072_T01_01_WG01,IC4ER-,fraction_cna,0.83
CURTIS_H002072_T01_01_WG01,IC4ER-,fraction_loh,0.046
CURTIS_H002072_T01_01_WG01,IC4ER-,SV_dama,0
CURTIS_H002076_T01_01_WG01,IC4ER-,fraction_cna,0.72
CURTIS_H002076_T01_01_WG01,IC4ER-,fraction_loh,0.031
CURTIS_H002076_T01_01_WG01,IC4ER-,SV_dama,1
CURTIS_H002077_T01_01_WG01,IC4ER-,fraction_cna,0.54
CURTIS_H002077_T01_01_WG01,IC4ER-,fraction_loh,0.16
CURTIS_H002077_T01_01_WG01,IC4ER-,SV_dama,1
CURTIS_H002078_T01_01_WG01,IC10,fraction_cna,0.31
CURTIS_H002078_T01_01_WG01,IC10,fraction_loh,0.016
CURTIS_H002078_T01_01_WG01,IC10,SV_dama,135
CURTIS_H002079_T01_01_WG01,IC4ER-,fraction_cna,0.69
CURTIS_H002079_T01_01_WG01,IC4ER-,fraction_loh,0
CURTIS_H002079_T01_01_WG01,IC4ER-,SV_dama,94
CURTIS_H002082_T01_01_WG01,IC10,fraction_cna,0.6
CURTIS_H002082_T01_01_WG01,IC10,fraction_loh,0.32
CURTIS_H002082_T01_01_WG01,IC10,SV_dama,110
CURTIS_H002083_T01_01_WG01,IC4ER-,fraction_cna,0.81
CURTIS_H002083_T01_01_WG01,IC4ER-,fraction_loh,0.43
CURTIS_H002083_T01_01_WG01,IC4ER-,SV_dama,16
CURTIS_H002085_T01_01_WG01,IC10,fraction_cna,0.15
CURTIS_H002085_T01_01_WG01,IC10,fraction_loh,0.00019
CURTIS_H002085_T01_01_WG01,IC10,SV_dama,14
CURTIS_H002087_T01_01_WG01,IC10,fraction_cna,0.99
CURTIS_H002087_T01_01_WG01,IC10,fraction_loh,0.092
CURTIS_H002087_T01_01_WG01,IC10,SV_dama,213
CURTIS_H002088_T01_01_WG01,IC10,fraction_cna,0.81
CURTIS_H002088_T01_01_WG01,IC10,fraction_loh,0.059
CURTIS_H002088_T01_01_WG01,IC10,SV_dama,217
CURTIS_H002090_T01_01_WG01,IC10,fraction_cna,0.88
CURTIS_H002090_T01_01_WG01,IC10,fraction_loh,0.08
CURTIS_H002090_T01_01_WG01,IC10,SV_dama,267
CURTIS_H002091_T01_01_WG01,IC10,fraction_cna,0.97
CURTIS_H002091_T01_01_WG01,IC10,fraction_loh,0.2
CURTIS_H002091_T01_01_WG01,IC10,SV_dama,105
CURTIS_H002092_T01_01_WG01,IC10,fraction_cna,0.96
CURTIS_H002092_T01_01_WG01,IC10,fraction_loh,0.089
CURTIS_H002092_T01_01_WG01,IC10,SV_dama,242
CURTIS_H002093_T01_01_WG01,IC10,fraction_cna,0.8
CURTIS_H002093_T01_01_WG01,IC10,fraction_loh,0.14
CURTIS_H002093_T01_01_WG01,IC10,SV_dama,160
CURTIS_H002094_T01_01_WG01,IC4ER-,fraction_cna,0.21
CURTIS_H002094_T01_01_WG01,IC4ER-,fraction_loh,0.22
CURTIS_H002094_T01_01_WG01,IC4ER-,SV_dama,12
CURTIS_H002095_T01_01_WG01,IC10,fraction_cna,1
CURTIS_H002095_T01_01_WG01,IC10,fraction_loh,0.098
CURTIS_H002095_T01_01_WG01,IC10,SV_dama,340
CURTIS_H002096_T01_01_WG01,IC10,fraction_cna,0.84
CURTIS_H002096_T01_01_WG01,IC10,fraction_loh,0.16
CURTIS_H002096_T01_01_WG01,IC10,SV_dama,140
CURTIS_H002098_T01_01_WG01,IC10,fraction_cna,0.25
CURTIS_H002098_T01_01_WG01,IC10,fraction_loh,0.012
CURTIS_H002098_T01_01_WG01,IC10,SV_dama,228
CURTIS_H002099_T01_01_WG01,IC10,fraction_cna,0.86
CURTIS_H002099_T01_01_WG01,IC10,fraction_loh,0.16
CURTIS_H002099_T01_01_WG01,IC10,SV_dama,246
CURTIS_H004047_T01_01_WG01,IC10,fraction_cna,0.76
CURTIS_H004047_T01_01_WG01,IC10,fraction_loh,0.08
CURTIS_H004047_T01_01_WG01,IC10,SV_dama,59
CURTIS_H004098_T01_01_WG01,IC10,fraction_cna,0.88
CURTIS_H004098_T01_01_WG01,IC10,fraction_loh,0.38
CURTIS_H004098_T01_01_WG01,IC10,SV_dama,428
CURTIS_H004176_T01_01_WG01,IC10,fraction_cna,0.71
CURTIS_H004176_T01_01_WG01,IC10,fraction_loh,0.19
CURTIS_H004176_T01_01_WG01,IC10,SV_dama,99
CURTIS_H004195_T01_01_WG01,IC10,fraction_cna,0.83
CURTIS_H004195_T01_01_WG01,IC10,fraction_loh,0.076
CURTIS_H004195_T01_01_WG01,IC10,SV_dama,238
CURTIS_H004379_T01_01_WG01,IC4ER-,fraction_cna,0.38
CURTIS_H004379_T01_01_WG01,IC4ER-,fraction_loh,0.029
CURTIS_H004379_T01_01_WG01,IC4ER-,SV_dama,133
CURTIS_H004419_T01_01_WG01,IC10,fraction_cna,0.85
CURTIS_H004419_T01_01_WG01,IC10,fraction_loh,0.039
CURTIS_H004419_T01_01_WG01,IC10,SV_dama,578
CURTIS_H004470_T01_01_WG01,IC10,fraction_cna,0.73
CURTIS_H004470_T01_01_WG01,IC10,fraction_loh,0.14
CURTIS_H004470_T01_01_WG01,IC10,SV_dama,76
CURTIS_H004510_T01_01_WG01,IC10,fraction_cna,0.9
CURTIS_H004510_T01_01_WG01,IC10,fraction_loh,0.22
CURTIS_H004510_T01_01_WG01,IC10,SV_dama,96
CURTIS_H004568_T01_01_WG01,IC10,fraction_cna,0.85
CURTIS_H004568_T01_01_WG01,IC10,fraction_loh,0.027
CURTIS_H004568_T01_01_WG01,IC10,SV_dama,230
CURTIS_H004622_T01_01_WG01,IC10,fraction_cna,0.68
CURTIS_H004622_T01_01_WG01,IC10,fraction_loh,0.043
CURTIS_H004622_T01_01_WG01,IC10,SV_dama,407
