Sample	ENiClust	key	value	logvalue
CURTIS_H001466_T01_01_WG01	IC9	RS2	78	1.89762709129044
CURTIS_H001467_T01_01_WG01	IC2	RS2	9	1
CURTIS_H001468_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001469_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H001470_T01_01_WG01	ER+ Typical	RS2	18	1.27875360095283
CURTIS_H001471_T01_01_WG01	ER+ Typical	RS2	18	1.27875360095283
CURTIS_H001472_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001473_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001474_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H001475_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H001476_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001477_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001478_T01_01_WG01	IC1	RS2	0	0
CURTIS_H001479_T01_01_WG01	ER+ Typical	RS2	150	2.17897694729317
CURTIS_H001480_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001481_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H001482_T01_01_WG01	IC9	RS2	70	1.85125834871908
CURTIS_H001483_T01_01_WG01	HER2+	RS2	44	1.65321251377534
CURTIS_H001484_T01_01_WG01	HER2+	RS2	0	0
CURTIS_H001486_T01_01_WG01	IC1	RS2	27	1.44715803134222
CURTIS_H001487_T01_01_WG01	IC1	RS2	13	1.14612803567824
CURTIS_H001488_T01_01_WG01	HER2+	RS2	30	1.49136169383427
CURTIS_H001489_T01_01_WG01	HER2+	RS2	187	2.27415784926368
CURTIS_H001490_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001491_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H001492_T01_01_WG01	ER+ Typical	RS2	67	1.83250891270624
CURTIS_H001493_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001494_T01_01_WG01	ER+ Typical	RS2	49	1.69897000433602
CURTIS_H001495_T01_01_WG01	ER+ Typical	RS2	24	1.39794000867204
CURTIS_H001496_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001497_T01_01_WG01	IC6	RS2	27	1.44715803134222
CURTIS_H001498_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001499_T01_01_WG01	ER+ Typical	RS2	22	1.36172783601759
CURTIS_H001500_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001501_T01_01_WG01	IC9	RS2	4	0.698970004336019
CURTIS_H001502_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001503_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001504_T01_01_WG01	ER+ Typical	RS2	11	1.07918124604762
CURTIS_H001505_T01_01_WG01	ER+ Typical	RS2	24	1.39794000867204
CURTIS_H001506_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001507_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001508_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001509_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H001510_T01_01_WG01	IC1	RS2	270	2.43296929087441
CURTIS_H001511_T01_01_WG01	IC1	RS2	22	1.36172783601759
CURTIS_H001512_T01_01_WG01	ER+ Typical	RS2	56	1.75587485567249
CURTIS_H001513_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001514_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001515_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H001516_T01_01_WG01	ER+ Typical	RS2	28	1.46239799789896
CURTIS_H001517_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H001518_T01_01_WG01	IC2	RS2	0	0
CURTIS_H001519_T01_01_WG01	IC9	RS2	55	1.7481880270062
CURTIS_H001520_T01_01_WG01	IC9	RS2	147	2.17026171539496
CURTIS_H001521_T01_01_WG01	ER+ Typical	RS2	11	1.07918124604762
CURTIS_H001522_T01_01_WG01	ER+ Typical	RS2	7	0.903089986991944
CURTIS_H001523_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001524_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001525_T01_01_WG01	ER+ Typical	RS2	91	1.96378782734556
CURTIS_H001526_T01_01_WG01	IC2	RS2	12	1.11394335230684
CURTIS_H001527_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001528_T01_01_WG01	ER+ Typical	RS2	50	1.70757017609794
CURTIS_H001529_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001530_T01_01_WG01	IC2	RS2	4	0.698970004336019
CURTIS_H001531_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001532_T01_01_WG01	IC2	RS2	17	1.25527250510331
CURTIS_H001533_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001534_T01_01_WG01	IC2	RS2	23	1.38021124171161
CURTIS_H001535_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H001536_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001537_T01_01_WG01	ER+ Typical	RS2	15	1.20411998265592
CURTIS_H001538_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001539_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H001540_T01_01_WG01	ER+ Typical	RS2	13	1.14612803567824
CURTIS_H001541_T01_01_WG01	IC9	RS2	0	0
CURTIS_H001542_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001543_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001545_T01_01_WG01	HER2+	RS2	198	2.29885307640971
CURTIS_H001546_T01_01_WG01	IC9	RS2	29	1.47712125471966
CURTIS_H001547_T01_01_WG01	HER2+	RS2	1	0.301029995663981
CURTIS_H001548_T01_01_WG01	IC9	RS2	55	1.7481880270062
CURTIS_H001549_T01_01_WG01	HER2+	RS2	28	1.46239799789896
CURTIS_H001550_T01_01_WG01	HER2+	RS2	70	1.85125834871908
CURTIS_H001551_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001552_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H001553_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001554_T01_01_WG01	IC9	RS2	5	0.778151250383644
CURTIS_H001555_T01_01_WG01	HER2+	RS2	8	0.954242509439325
CURTIS_H001556_T01_01_WG01	HER2+	RS2	21	1.34242268082221
CURTIS_H001557_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001558_T01_01_WG01	IC9	RS2	48	1.69019608002851
CURTIS_H001559_T01_01_WG01	IC6	RS2	18	1.27875360095283
CURTIS_H001560_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H001561_T01_01_WG01	ER+ Typical	RS2	39	1.60205999132796
CURTIS_H001562_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H001563_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001564_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001565_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001566_T01_01_WG01	IC6	RS2	4	0.698970004336019
CURTIS_H001567_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001568_T01_01_WG01	IC6	RS2	16	1.23044892137827
CURTIS_H001569_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001570_T01_01_WG01	ER+ Typical	RS2	16	1.23044892137827
CURTIS_H001571_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001572_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001573_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001574_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001575_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001576_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001577_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001579_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001581_T01_01_WG01	HER2+	RS2	89	1.95424250943932
CURTIS_H001583_T01_01_WG01	HER2+	RS2	19	1.30102999566398
CURTIS_H001585_T01_01_WG01	ER+ Typical	RS2	39	1.60205999132796
CURTIS_H001586_T01_01_WG01	HER2+	RS2	55	1.7481880270062
CURTIS_H001588_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H001589_T01_01_WG01	IC6	RS2	20	1.32221929473392
CURTIS_H001590_T01_01_WG01	HER2+	RS2	101	2.00860017176192
CURTIS_H001591_T01_01_WG01	IC1	RS2	0	0
CURTIS_H001593_T01_01_WG01	IC9	RS2	49	1.69897000433602
CURTIS_H001595_T01_01_WG01	HER2+	RS2	32	1.51851393987789
CURTIS_H001596_T01_01_WG01	HER2+	RS2	0	0
CURTIS_H001604_T01_01_WG01	ER+ Typical	RS2	18	1.27875360095283
CURTIS_H001611_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001614_T01_01_WG01	IC9	RS2	117	2.07188200730613
CURTIS_H001615_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001616_T01_01_WG01	HER2+	RS2	26	1.43136376415899
CURTIS_H001620_T01_01_WG01	ER+ Typical	RS2	32	1.51851393987789
CURTIS_H001621_T01_01_WG01	IC9	RS2	0	0
CURTIS_H001626_T01_01_WG01	IC9	RS2	57	1.76342799356294
CURTIS_H001627_T01_01_WG01	HER2+	RS2	67	1.83250891270624
CURTIS_H001629_T01_01_WG01	HER2+	RS2	0	0
CURTIS_H001630_T01_01_WG01	IC1	RS2	66	1.82607480270083
CURTIS_H001631_T01_01_WG01	IC1	RS2	19	1.30102999566398
CURTIS_H001633_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001636_T01_01_WG01	IC2	RS2	43	1.64345267648619
CURTIS_H001637_T01_01_WG01	HER2+	RS2	26	1.43136376415899
CURTIS_H001639_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H001640_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001642_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H001646_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H001650_T01_01_WG01	ER+ Typical	RS2	15	1.20411998265592
CURTIS_H001651_T01_01_WG01	HER2+	RS2	17	1.25527250510331
CURTIS_H001652_T01_01_WG01	IC9	RS2	52	1.72427586960079
CURTIS_H001653_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001654_T01_01_WG01	ER+ Typical	RS2	54	1.74036268949424
CURTIS_H001656_T01_01_WG01	HER2+	RS2	31	1.50514997831991
CURTIS_H001658_T01_01_WG01	HER2+	RS2	163	2.2148438480477
CURTIS_H001659_T01_01_WG01	ER+ Typical	RS2	29	1.47712125471966
CURTIS_H001661_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001663_T01_01_WG01	ER+ Typical	RS2	14	1.17609125905568
CURTIS_H001664_T01_01_WG01	IC1	RS2	7	0.903089986991944
CURTIS_H001665_T01_01_WG01	ER+ Typical	RS2	36	1.56820172406699
CURTIS_H001666_T01_01_WG01	IC9	RS2	53	1.73239375982297
CURTIS_H001667_T01_01_WG01	ER+ Typical	RS2	20	1.32221929473392
CURTIS_H001668_T01_01_WG01	ER+ Typical	RS2	155	2.19312459835446
CURTIS_H001669_T01_01_WG01	ER+ Typical	RS2	22	1.36172783601759
CURTIS_H001670_T01_01_WG01	IC1	RS2	90	1.95904139232109
CURTIS_H001671_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001672_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001673_T01_01_WG01	HER2+	RS2	72	1.86332286012046
CURTIS_H001674_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001675_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001676_T01_01_WG01	IC9	RS2	9	1
CURTIS_H001677_T01_01_WG01	ER+ Typical	RS2	13	1.14612803567824
CURTIS_H001678_T01_01_WG01	IC6	RS2	28	1.46239799789896
CURTIS_H001679_T01_01_WG01	ER+ Typical	RS2	21	1.34242268082221
CURTIS_H001680_T01_01_WG01	IC2	RS2	3	0.602059991327962
CURTIS_H001681_T01_01_WG01	IC2	RS2	0	0
CURTIS_H001682_T01_01_WG01	IC1	RS2	29	1.47712125471966
CURTIS_H001684_T01_01_WG01	HER2+	RS2	59	1.77815125038364
CURTIS_H001685_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H001687_T01_01_WG01	HER2+	RS2	118	2.07554696139253
CURTIS_H001688_T01_01_WG01	HER2+	RS2	51	1.7160033436348
CURTIS_H001689_T01_01_WG01	HER2+	RS2	1	0.301029995663981
CURTIS_H001690_T01_01_WG01	HER2+	RS2	96	1.98677173426624
CURTIS_H001691_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001692_T01_01_WG01	IC6	RS2	70	1.85125834871908
CURTIS_H001693_T01_01_WG01	IC1	RS2	36	1.56820172406699
CURTIS_H001695_T01_01_WG01	HER2+	RS2	35	1.55630250076729
CURTIS_H001697_T01_01_WG01	ER+ Typical	RS2	52	1.72427586960079
CURTIS_H001698_T01_01_WG01	HER2+	RS2	4	0.698970004336019
CURTIS_H001699_T01_01_WG01	IC1	RS2	39	1.60205999132796
CURTIS_H001700_T01_01_WG01	HER2+	RS2	58	1.77085201164214
CURTIS_H001701_T01_01_WG01	ER+ Typical	RS2	21	1.34242268082221
CURTIS_H001704_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H001705_T01_01_WG01	ER+ Typical	RS2	58	1.77085201164214
CURTIS_H001706_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001707_T01_01_WG01	ER+ Typical	RS2	6	0.845098040014257
CURTIS_H001708_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H001709_T01_01_WG01	ER+ Typical	RS2	35	1.55630250076729
CURTIS_H001711_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H001712_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H001713_T01_01_WG01	ER+ Typical	RS2	13	1.14612803567824
CURTIS_H001714_T01_01_WG01	ER+ Typical	RS2	44	1.65321251377534
CURTIS_H001715_T01_01_WG01	IC6	RS2	243	2.38738982633873
CURTIS_H001716_T01_01_WG01	ER+ Typical	RS2	112	2.05307844348342
CURTIS_H001717_T01_01_WG01	IC6	RS2	19	1.30102999566398
CURTIS_H001721_T01_01_WG01	HER2+	RS2	30	1.49136169383427
CURTIS_H001722_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001723_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H001724_T01_01_WG01	ER+ Typical	RS2	20	1.32221929473392
CURTIS_H001725_T01_01_WG01	ER+ Typical	RS2	30	1.49136169383427
CURTIS_H001726_T01_01_WG01	ER+ Typical	RS2	8	0.954242509439325
CURTIS_H001727_T01_01_WG01	IC1	RS2	0	0
CURTIS_H001728_T01_01_WG01	IC6	RS2	46	1.67209785793572
CURTIS_H001729_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001730_T01_01_WG01	IC6	RS2	12	1.11394335230684
CURTIS_H001731_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001732_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001733_T01_01_WG01	HER2+	RS2	168	2.22788670461367
CURTIS_H001734_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001735_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001736_T01_01_WG01	IC2	RS2	8	0.954242509439325
CURTIS_H001737_T01_01_WG01	IC1	RS2	17	1.25527250510331
CURTIS_H001738_T01_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H001739_T01_01_WG01	ER+ Typical	RS2	15	1.20411998265592
CURTIS_H001740_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001741_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H001742_T01_01_WG01	ER+ Typical	RS2	62	1.79934054945358
CURTIS_H001743_T01_01_WG01	IC9	RS2	0	0
CURTIS_H001744_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001745_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H001746_T01_01_WG01	ER+ Typical	RS2	18	1.27875360095283
CURTIS_H001747_T01_01_WG01	IC9	RS2	32	1.51851393987789
CURTIS_H001748_T01_01_WG01	ER+ Typical	RS2	NA	NA
CURTIS_H001750_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001751_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H001752_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H001753_T01_01_WG01	ER+ Typical	RS2	1	0.301029995663981
CURTIS_H002031_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H002034_T01_01_WG01	ER+ Typical	RS2	13	1.14612803567824
CURTIS_H002036_T01_01_WG01	ER+ Typical	RS2	9	1
CURTIS_H002042_T01_01_WG01	ER+ Typical	RS2	14	1.17609125905568
CURTIS_H002049_T01_01_WG01	IC9	RS2	57	1.76342799356294
CURTIS_H002053_T01_01_WG01	ER+ Typical	RS2	18	1.27875360095283
CURTIS_H002057_T01_01_WG01	IC9	RS2	0	0
CURTIS_H002059_T01_01_WG01	ER+ Typical	RS2	33	1.53147891704226
CURTIS_H002064_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H002071_T01_01_WG01	ER+ Typical	RS2	15	1.20411998265592
CURTIS_H002080_T01_01_WG01	HER2+	RS2	45	1.66275783168157
CURTIS_H002084_T01_01_WG01	IC2	RS2	40	1.61278385671974
CURTIS_H002086_T01_01_WG01	ER+ Typical	RS2	74	1.8750612633917
CURTIS_H002089_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H002097_T01_01_WG01	IC9	RS2	22	1.36172783601759
CURTIS_H003223_T01_01_WG01	IC6	RS2	26	1.43136376415899
CURTIS_H004015_T01_01_WG01	IC1	RS2	54	1.74036268949424
CURTIS_H004016_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H004018_T01_01_WG01	HER2+	RS2	49	1.69897000433602
CURTIS_H004056_T02_01_WG01	ER+ Typical	RS2	2	0.477121254719662
CURTIS_H004066_T01_01_WG01	HER2+	RS2	160	2.20682587603185
CURTIS_H004115_T01_01_WG01	ER+ Typical	RS2	45	1.66275783168157
CURTIS_H004118_T01_01_WG01	IC2	RS2	9	1
CURTIS_H004127_T01_01_WG01	ER+ Typical	RS2	30	1.49136169383427
CURTIS_H004158_T01_01_WG01	HER2+	RS2	40	1.61278385671974
CURTIS_H004179_T01_01_WG01	ER+ Typical	RS2	53	1.73239375982297
CURTIS_H004182_T01_01_WG01	ER+ Typical	RS2	46	1.67209785793572
CURTIS_H004188_T01_01_WG01	IC1	RS2	16	1.23044892137827
CURTIS_H004210_T01_01_WG01	IC1	RS2	50	1.70757017609794
CURTIS_H004211_T01_01_WG01	ER+ Typical	RS2	89	1.95424250943932
CURTIS_H004218_T01_01_WG01	IC2	RS2	0	0
CURTIS_H004221_T01_01_WG01	HER2+	RS2	225	2.3541084391474
CURTIS_H004251_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H004254_T01_01_WG01	ER+ Typical	RS2	17	1.25527250510331
CURTIS_H004265_T01_01_WG01	ER+ Typical	RS2	12	1.11394335230684
CURTIS_H004270_T01_01_WG01	ER+ Typical	RS2	116	2.06818586174616
CURTIS_H004271_T02_01_WG01	ER+ Typical	RS2	104	2.02118929906994
CURTIS_H004281_T01_01_WG01	HER2+	RS2	24	1.39794000867204
CURTIS_H004287_T01_01_WG01	ER+ Typical	RS2	3	0.602059991327962
CURTIS_H004289_T01_01_WG01	HER2+	RS2	165	2.22010808804005
CURTIS_H004297_T01_01_WG01	IC9	RS2	17	1.25527250510331
CURTIS_H004303_T01_01_WG01	IC6	RS2	29	1.47712125471966
CURTIS_H004304_T01_01_WG01	HER2+	RS2	144	2.16136800223497
CURTIS_H004324_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H004333_T01_01_WG01	ER+ Typical	RS2	24	1.39794000867204
CURTIS_H004369_T01_01_WG01	HER2+	RS2	36	1.56820172406699
CURTIS_H004370_T01_01_WG01	ER+ Typical	RS2	21	1.34242268082221
CURTIS_H004381_T01_01_WG01	ER+ Typical	RS2	38	1.5910646070265
CURTIS_H004386_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H004389_T01_01_WG01	HER2+	RS2	110	2.04532297878666
CURTIS_H004443_T01_01_WG01	ER+ Typical	RS2	126	2.10380372095596
CURTIS_H004458_T01_01_WG01	ER+ Typical	RS2	56	1.75587485567249
CURTIS_H004463_T01_01_WG01	IC9	RS2	0	0
CURTIS_H004482_T01_01_WG01	IC9	RS2	17	1.25527250510331
CURTIS_H004504_T01_01_WG01	ER+ Typical	RS2	20	1.32221929473392
CURTIS_H004514_T01_01_WG01	IC2	RS2	15	1.20411998265592
CURTIS_H004521_T01_01_WG01	ER+ Typical	RS2	10	1.04139268515822
CURTIS_H004529_T01_01_WG01	IC9	RS2	117	2.07188200730613
CURTIS_H004536_T01_01_WG01	IC6	RS2	216	2.33645973384853
CURTIS_H004559_T01_01_WG01	ER+ Typical	RS2	4	0.698970004336019
CURTIS_H004574_T01_01_WG01	ER+ Typical	RS2	42	1.63346845557959
CURTIS_H004598_T01_01_WG01	ER+ Typical	RS2	28	1.46239799789896
CURTIS_H004610_T01_01_WG01	IC1	RS2	89	1.95424250943932
CURTIS_H004650_T01_01_WG01	IC1	RS2	52	1.72427586960079
CURTIS_H004652_T01_01_WG01	ER+ Typical	RS2	5	0.778151250383644
CURTIS_H004656_T01_01_WG01	ER+ Typical	RS2	25	1.41497334797082
CURTIS_H004668_T01_01_WG01	ER+ Typical	RS2	0	0
CURTIS_H004708_T01_01_WG01	ER+ Typical	RS2	128	2.11058971029925
CURTIS_H000378_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000380_T01_01_WG01	IC6	RS3	0	0
CURTIS_H000382_T01_01_WG01	IC9	RS3	3	0.602059991327962
CURTIS_H000385_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000387_T01_01_WG01	IC1	RS3	0	0
CURTIS_H000389_T01_01_WG01	IC1	RS3	4	0.698970004336019
CURTIS_H000390_T01_01_WG01	ER+ Typical	RS3	2	0.477121254719662
CURTIS_H000391_T01_01_WG01	HER2+	RS3	2	0.477121254719662
CURTIS_H000392_T01_01_WG01	HER2+	RS3	0	0
CURTIS_H000393_T01_01_WG01	HER2+	RS3	1	0.301029995663981
CURTIS_H000394_T01_01_WG01	HER2+	RS3	0	0
CURTIS_H000396_T01_01_WG01	IC9	RS3	0	0
CURTIS_H000398_T01_01_WG01	ER+ Typical	RS3	2	0.477121254719662
CURTIS_H000399_T01_01_WG01	IC1	RS3	141	2.15228834438306
CURTIS_H000400_T01_01_WG01	IC1	RS3	2	0.477121254719662
CURTIS_H000402_T01_01_WG01	IC9	RS3	0	0
CURTIS_H000404_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000405_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000410_T01_01_WG01	ER+ Typical	RS3	3	0.602059991327962
CURTIS_H000412_T01_01_WG01	HER2+	RS3	0	0
CURTIS_H000415_T01_01_WG01	IC1	RS3	0	0
CURTIS_H000416_T01_01_WG01	IC6	RS3	0	0
CURTIS_H000417_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000418_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000419_T01_01_WG01	IC6	RS3	0	0
CURTIS_H000420_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000421_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000422_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000423_T01_01_WG01	ER+ Typical	RS3	2	0.477121254719662
CURTIS_H000424_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000425_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000427_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000428_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000429_T01_01_WG01	IC6	RS3	0	0
CURTIS_H000430_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000431_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000432_T01_01_WG01	IC2	RS3	0	0
CURTIS_H000433_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000434_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000435_T01_01_WG01	IC9	RS3	6	0.845098040014257
CURTIS_H000436_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000437_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000438_T01_01_WG01	IC6	RS3	1	0.301029995663981
CURTIS_H000439_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000440_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000441_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000442_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000443_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000444_T01_01_WG01	ER+ Typical	RS3	2	0.477121254719662
CURTIS_H000445_T01_01_WG01	ER+ Typical	RS3	101	2.00860017176192
CURTIS_H000446_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000447_T01_01_WG01	ER+ Typical	RS3	1	0.301029995663981
CURTIS_H000448_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000449_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000450_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000451_T01_01_WG01	IC9	RS3	0	0
CURTIS_H000452_T01_01_WG01	ER+ Typical	RS3	3	0.602059991327962
CURTIS_H000453_T01_01_WG01	ER+ Typical	RS3	5	0.778151250383644
CURTIS_H000454_T01_01_WG01	ER+ Typical	RS3	1	0.301029995663981
CURTIS_H000455_T01_01_WG01	IC1	RS3	4	0.698970004336019
CURTIS_H000456_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000457_T01_01_WG01	ER+ Typical	RS3	1	0.301029995663981
CURTIS_H000458_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000459_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000460_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000461_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000462_T01_01_WG01	IC9	RS3	2	0.477121254719662
CURTIS_H000463_T01_01_WG01	ER+ Typical	RS3	0	0
CURTIS_H000464_T01_01_WG01	ER+ Typical	RS3	2	0.477121254719662
