Sample	Arc1	Arc2	Arc3	ENiClust	Subgroup
MB-6160	0.112621177081152	0.78875941221831	0.0986194107005381	ic4ER-	IC4ER-
MB-6163	0.383523891634319	0.244272323555161	0.37220378481052	ic3/ic7	ER+ Typical
MB-6164	0.00283590294195147	0.729317004881351	0.267847092176698	ic4ER+	ER+ Typical
MB-6167	0.101591566335187	0.835157547374391	0.0632508862904215	ic3/ic7	ER+ Typical
MB-6168	0.0553676002577048	0.896405989775585	0.0482264099667104	ic3/ic7	ER+ Typical
MB-6169	0.265066284546082	0.418808996911119	0.316124718542799	ic5	HER2+
MB-6171	0.0560101518513416	0.895704078201106	0.0482857699475526	ic3/ic7	ER+ Typical
MB-6178	0.469092421349129	0.294439066786601	0.23646851186427	ic10	IC10
MB-6179	0.226759217690442	0.452930629801163	0.320310152508394	ic3/ic7	ER+ Typical
MB-6181	0.343583381435945	0.349919319809445	0.306497298754611	ic8	ER+ Typical
MB-6182	0.461706794582246	0.387311849602652	0.150981355815102	ic5	HER2+
MB-6183	0.0382754252864557	0.891815718627826	0.0699088560857177	ic3/ic7	ER+ Typical
MB-6184	0.747637367414399	0.113306275167925	0.139056357417676	ic2	ER+ High
MB-6185	0	0.741193216201933	0.258806783798067	ic3/ic7	ER+ Typical
MB-6187	0.0354673471532218	0.950041041388443	0.0144916114583354	ic4ER+	ER+ Typical
MB-6188	0.851865200435911	0.079368775803422	0.0687660237606666	ic10	IC10
MB-6189	0.161532768185724	0.634146144498829	0.204321087315447	ic3/ic7	ER+ Typical
MB-6190	0	0.0624249244148357	0.937575075585164	ic4ER+	ER+ Typical
MB-6192	0.444790156522411	0.0442072454978007	0.511002597979788	ic3/ic7	ER+ Typical
MB-6194	0	0.743298806662696	0.256701193337304	ic3/ic7	ER+ Typical
MB-6195	0.444127423138619	0.301140713135416	0.254731863725966	ic3/ic7	ER+ Typical
MB-6200	0	0.679527999534953	0.320472000465047	ic9	ER+ High
MB-6201	0.608138666694036	0.246851926847956	0.145009406458008	ic3/ic7	ER+ Typical
MB-6204	0	0.556842367252871	0.443157632747129	ic3/ic7	ER+ Typical
MB-6207	0.475970712912421	0.103928703726342	0.420100583361237	ic8	ER+ Typical
MB-6208	0	0.679696586980332	0.320303413019668	ic3/ic7	ER+ Typical
MB-6211	0.408796281890765	0.136663388141784	0.454540329967451	ic8	ER+ Typical
MB-6212	0.261590389807668	0.399447822643163	0.338961787549169	ic3/ic7	ER+ Typical
MB-6214	0	0.751910562599313	0.248089437400687	ic3/ic7	ER+ Typical
MB-6217	0.689277952505128	0.0734803456961151	0.237241701798757	ic3/ic7	ER+ Typical
MB-6218	0	0.170815657318818	0.829184342681182	ic1	ER+ High
MB-6223	0.723869811565784	0.220183192546598	0.0559469958876175	ic10	IC10
MB-6224	0	0.684743642340154	0.315256357659846	ic5	HER2+
MB-6225	0.0610595414244074	0.233957357594195	0.704983100981397	ic3/ic7	ER+ Typical
MB-6226	0.718400058049646	0.257954867014064	0.0236450749362894	ic3/ic7	ER+ Typical
MB-6228	0.01712267631759	0.901653788122783	0.0812235355596269	ic4ER-	IC4ER-
MB-6229	0.0510509178525057	0.884285419322454	0.06466366282504	ic8	ER+ Typical
MB-6231	0.318597577486777	0.366457845616051	0.314944576897172	ic3/ic7	ER+ Typical
MB-6232	0.403932086304093	0.328277725577247	0.26779018811866	ic3/ic7	ER+ Typical
MB-6233	0.0517635415795258	0.883042506713306	0.0651939517071683	ic8	ER+ Typical
MB-6234	0.0435789605089436	0.921198322173048	0.0352227173180079	ic4ER+	ER+ Typical
MB-6237	0.545838367256639	0.417618415576574	0.036543217166787	ic10	IC10
MB-6238	0	0.708340080030578	0.291659919969422	ic3/ic7	ER+ Typical
MB-6239	0.0521131350110891	0.947886864988911	0	ic3/ic7	ER+ Typical
MB-6242	0.495530641282959	0.464204152571762	0.0402652061452785	ic10	IC10
MB-6245	0	0.630357805971651	0.369642194028349	ic10	IC10
MB-6246	0.69064925954985	0.30935074045015	0	ic5	HER2+
MB-6248	0.553409244738177	0.446590755261823	0	ic10	IC10
MB-6251	0.803627445208624	0.163602103569079	0.0327704512222974	ic10	IC10
MB-6253	0.0445185263152133	0.928586741447698	0.0268947322370887	ic8	ER+ Typical
MB-6254	0	0.708742450500696	0.291257549499304	ic2	ER+ High
MB-6256	0.392534598890003	0.341058180939564	0.266407220170433	ic3/ic7	ER+ Typical
MB-6257	0.546799103654441	0.430359316004789	0.0228415803407692	ic3/ic7	ER+ Typical
MB-6263	0.00197860201317724	0.968785213234392	0.0292361847524306	ic4ER+	ER+ Typical
MB-6271	0.00700923668425852	0.905544597688092	0.0874461656276492	ic3/ic7	ER+ Typical
MB-6272	0.291202381937303	0.623526270335978	0.0852713477267182	ic10	IC10
MB-6273	0.382829270951335	0.350919179987008	0.266251549061657	ic3/ic7	ER+ Typical
MB-6280	0.857737856248044	0	0.142262143751956	ic10	IC10
MB-6281	0.0586584047520036	0.92111288815317	0.0202287070948266	ic6	ER+ High
MB-6283	0.0964600304751902	0.587838285586268	0.315701683938542	ic3/ic7	ER+ Typical
MB-6284	0.484886398181019	0	0.515113601818981	ic9	ER+ High
MB-6286	0.0383909046093582	0.892060762023938	0.0695483333667041	ic3/ic7	ER+ Typical
MB-6287	0.326730031158166	0	0.673269968841834	ic1	ER+ High
MB-6288	0	0.977948643313119	0.0220513566868808	ic6	ER+ High
MB-6297	0.552165613015581	0	0.447834386984419	ic8	ER+ Typical
MB-6300	0.0563997957374352	0.885275352380012	0.058324851882553	ic4ER+	ER+ Typical
MB-6302	0.344070594110508	0.655929405889492	0	ic9	ER+ High
MB-6305	0.196112507769936	0.536499944746521	0.267387547483544	ic5	HER2+
MB-6306	0.731230403872173	0	0.268769596127827	ic3/ic7	ER+ Typical
MB-6308	0.278453171020211	0.40406596582195	0.317480863157839	ic8	ER+ Typical
MB-6312	0.380051176140787	0.13160122362462	0.488347600234593	ic9	ER+ High
MB-6314	0	0.722284442463039	0.277715557536961	ic5	HER2+
MB-6317	0.396320456667983	0.341013716413186	0.26266582691883	ic2	ER+ High
MB-6318	0.579725558643622	0.267201748440572	0.153072692915806	ic4ER+	ER+ Typical
MB-6319	0.60203084614272	0.0115935499958137	0.386375603861466	ic3/ic7	ER+ Typical
MB-6322	0.590679584428247	0.254177394453465	0.155143021118287	ic3/ic7	ER+ Typical
MB-6327	0	0.695824099246474	0.304175900753526	ic3/ic7	ER+ Typical
MB-6328	0.164112107371481	0.677061654748488	0.158826237880031	ic2	ER+ High
MB-6330	0	0.1889505571703	0.8110494428297	ic5	HER2+
MB-6334	0.044825488181007	0.191345931936797	0.763828579882196	ic5	HER2+
MB-6336	0.00196467064770052	0.616390175997915	0.381645153354385	ic4ER-	IC4ER-
MB-6337	0.351782843074487	0.637020573053529	0.0111965838719839	ic5	HER2+
MB-6344	0.0353851516246232	0.626896654774987	0.337718193600389	ic1	ER+ High
MB-6346	0	0.745464057721519	0.254535942278481	ic8	ER+ Typical
MB-6358	0.270906454698905	0.40896739898684	0.320126146314255	ic5	HER2+
MB-6359	0.010575820561621	0.206850462337907	0.782573717100472	ic6	ER+ High
MB-6363	0.0797379599611362	0.0464753512254451	0.873786688813419	ic5	HER2+
MB-7000	0.275311090920868	0.406418278970749	0.318270630108383	ic3/ic7	ER+ Typical
MB-7001	0.0458517810516054	0.886674723613575	0.0674734953348192	ic5	HER2+
MB-7002	0.0964154222319016	0.798169883989435	0.105414693778664	ic4ER+	ER+ Typical
MB-7003	0.3296540408604	0.359680707121215	0.310665252018385	ic3/ic7	ER+ Typical
MB-7004	0.0169108949796285	0.909821239065615	0.0732678659547566	ic8	ER+ Typical
MB-7005	0.0458275954132374	0.885228050434102	0.0689443541526608	ic8	ER+ Typical
MB-7006	0.0580080891232483	0.893967051350735	0.0480248595260171	ic8	ER+ Typical
MB-7007	0.454929986644256	0.325536025435037	0.219533987920707	ic4ER-	IC4ER-
MB-7008	0.044371889036707	0.929159348667102	0.026468762296191	ic4ER-	IC4ER-
MB-7009	0.848367220797013	0.103970769437118	0.0476620097658686	ic10	IC10
MB-7010	0.0506658334435941	0.936667499285828	0.0126666672705775	ic3/ic7	ER+ Typical
MB-7011	0.445176841910852	0.0584086803012438	0.496414477787904	ic3/ic7	ER+ Typical
MB-7012	0.490057871908506	0	0.509942128091494	ic10	IC10
MB-7013	0.0505121697252098	0.917051470845699	0.0324363594290914	ic8	ER+ Typical
MB-7014	0.578321102269122	0	0.421678897730878	ic3/ic7	ER+ Typical
MB-7015	0.833675995204228	0.0534562960983167	0.112867708697455	ic8	ER+ Typical
MB-7017	0.0271065426045649	0.638208666922812	0.334684790472623	ic10	IC10
MB-7018	0.202892653496827	0.600553362811888	0.196553983691285	ic9	ER+ High
MB-7019	0.140461687846581	0.791521210662961	0.0680171014904589	ic3/ic7	ER+ Typical
MB-7020	0.647568964518548	0	0.352431035481452	ic5	HER2+
MB-7022	0.618551410850032	0.381448589149968	0	ic8	ER+ Typical
MB-7023	0.446072411698552	0.328625883880987	0.22530170442046	ic10	IC10
MB-7024	0.648484394984056	0.351515605015944	0	ic1	ER+ High
MB-7025	0.0453990020127324	0.929321682512927	0.0252793154743403	ic4ER-	IC4ER-
MB-7026	0.0383909046093582	0.892060762023938	0.0695483333667041	ic8	ER+ Typical
MB-7027	0.543121678745062	0.18729257840154	0.269585742853399	ic9	ER+ High
MB-7028	0	0.0266034837126092	0.973396516287391	ic4ER+	ER+ Typical
MB-7029	0.243239932689289	0.429543320046124	0.327216747264588	ic3/ic7	ER+ Typical
MB-7030	0.0383909046093582	0.892060762023938	0.0695483333667041	ic4ER+	ER+ Typical
MB-7031	0.521661996154163	0.238492845262594	0.239845158583243	ic10	IC10
MB-7032	0.279136321455948	0.544630765557281	0.176232912986771	ic3/ic7	ER+ Typical
MB-7034	0.0463837648333278	0.938418196583496	0.0151980385831763	ic3/ic7	ER+ Typical
MB-7035	0	0.486603695311196	0.513396304688804	ic5	HER2+
MB-7036	0.765915742120751	0.230815373069495	0.00326888480975432	ic10	IC10
MB-7037	0.224303924343345	0.453336918719954	0.322359156936701	ic8	ER+ Typical
MB-7038	0.458468060356821	0.501427293350665	0.0401046462925144	ic10	IC10
MB-7039	0.0122293559269778	0.737656309743104	0.250114334329918	ic3/ic7	ER+ Typical
MB-7040	0	0.735193638465109	0.264806361534891	ic4ER+	ER+ Typical
MB-7041	0.0764921878032507	0.798464651092075	0.125043161104675	ic3/ic7	ER+ Typical
MB-7042	0.162458340788483	0.817026993382366	0.0205146658291501	ic8	ER+ Typical
MB-7043	0.411650483238926	0.588349516761074	0	ic3/ic7	ER+ Typical
MB-7044	0.043751521148239	0.926494099592799	0.0297543792589616	ic4ER+	ER+ Typical
MB-7045	0.0130960344203558	0.672189794058113	0.314714171521531	ic4ER-	IC4ER-
MB-7046	0.0657798482572812	0.0125971774366287	0.92162297430609	ic6	ER+ High
MB-7048	0.0187585638672097	0.563058709246072	0.418182726886718	ic4ER+	ER+ Typical
MB-7049	0.144726540068078	0.556930695194913	0.298342764737009	ic4ER-	IC4ER-
MB-7050	0.321128362587427	0	0.678871637412573	ic5	HER2+
MB-7051	0.458475410337366	0	0.541524589662634	ic6	ER+ High
MB-7052	0.288616445870987	0.393935636076463	0.31744791805255	ic9	ER+ High
MB-7053	0.405418565077142	0.594581434922858	0	ic4ER+	ER+ Typical
MB-7054	0.767698716917519	0.232301283082481	0	ic10	IC10
MB-7055	0.600461593558646	0.281477670415701	0.118060736025653	ic3/ic7	ER+ Typical
MB-7056	0.301611092130434	0.388456348287937	0.309932559581629	ic3/ic7	ER+ Typical
MB-7057	0.0448153615506442	0.863397304404462	0.0917873340448937	ic4ER-	IC4ER-
MB-7058	0.0638750538116928	0.848579158854943	0.0875457873333639	ic3/ic7	ER+ Typical
MB-7059	0.191982440933907	0.473638850327524	0.334378708738569	ic5	HER2+
MB-7060	0.0439626230451688	0.852864387246186	0.103172989708645	ic3/ic7	ER+ Typical
MB-7061	0.517736409371531	0.44511953531839	0.0371440553100793	ic3/ic7	ER+ Typical
MB-7062	0	0.75823490983878	0.24176509016122	ic3/ic7	ER+ Typical
MB-7063	0.0895298127323901	0.817469535692392	0.0930006515752175	ic3/ic7	ER+ Typical
MB-7065	0.243057912223107	0.429608494309006	0.327333593467887	ic3/ic7	ER+ Typical
MB-7066	0.0305907684579827	0.969409231542017	0	ic10	IC10
MB-7067	0.296514666002918	0.446777482645157	0.256707851351924	ic5	HER2+
