Sample,group,name,value
CURTIS_H002052_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002054_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002054_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002054_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002055_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002055_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002055_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002056_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002056_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002056_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002057_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H002057_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002057_T01_01_WG01,IC4ER-,cell_cycle,FALSE
CURTIS_H002058_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002058_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002058_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002059_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002059_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002059_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002060_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002060_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002060_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002061_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002061_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002061_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002062_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002062_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002062_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002063_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002063_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002063_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002065_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002065_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002065_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002066_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002066_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002066_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002067_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002067_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002067_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002068_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002068_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002068_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002069_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H002069_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002069_T01_01_WG01,IC4ER-,cell_cycle,TRUE
CURTIS_H002070_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002070_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002070_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002072_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H002072_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002072_T01_01_WG01,IC4ER-,cell_cycle,FALSE
CURTIS_H002076_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H002076_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002076_T01_01_WG01,IC4ER-,cell_cycle,FALSE
CURTIS_H002077_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H002077_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002077_T01_01_WG01,IC4ER-,cell_cycle,TRUE
CURTIS_H002078_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002078_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002078_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002079_T01_01_WG01,IC4ER-,ddr,TRUE
CURTIS_H002079_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002079_T01_01_WG01,IC4ER-,cell_cycle,TRUE
CURTIS_H002082_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002082_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002082_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002083_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H002083_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002083_T01_01_WG01,IC4ER-,cell_cycle,TRUE
CURTIS_H002085_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002085_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002085_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002087_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002087_T01_01_WG01,IC10,ubi,TRUE
CURTIS_H002087_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002088_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002088_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002088_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002090_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002090_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002090_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002091_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002091_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002091_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H002092_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002092_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002092_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002093_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002093_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002093_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002094_T01_01_WG01,IC4ER-,ddr,TRUE
CURTIS_H002094_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H002094_T01_01_WG01,IC4ER-,cell_cycle,FALSE
CURTIS_H002095_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002095_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002095_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002096_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002096_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002096_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002098_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H002098_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002098_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H002099_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H002099_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H002099_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H004047_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004047_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004047_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H004098_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004098_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004098_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H004176_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004176_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004176_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H004195_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004195_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004195_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H004379_T01_01_WG01,IC4ER-,ddr,FALSE
CURTIS_H004379_T01_01_WG01,IC4ER-,ubi,FALSE
CURTIS_H004379_T01_01_WG01,IC4ER-,cell_cycle,TRUE
CURTIS_H004419_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004419_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004419_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H004470_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004470_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004470_T01_01_WG01,IC10,cell_cycle,TRUE
CURTIS_H004510_T01_01_WG01,IC10,ddr,FALSE
CURTIS_H004510_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004510_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H004568_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H004568_T01_01_WG01,IC10,ubi,TRUE
CURTIS_H004568_T01_01_WG01,IC10,cell_cycle,FALSE
CURTIS_H004622_T01_01_WG01,IC10,ddr,TRUE
CURTIS_H004622_T01_01_WG01,IC10,ubi,FALSE
CURTIS_H004622_T01_01_WG01,IC10,cell_cycle,TRUE
