sample	ampliconID	Freq	width	FreqNorm	tf	type	group
CURTIS_H000513_T01_01_WG01	amplicon1	47	9658924	4.86596643684121	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000518_T01_01_WG01	amplicon1	59	7699040	7.66329308589123	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000520_T01_01_WG01	amplicon1	46	4868885	9.44774830376975	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000529_T01_01_WG01	amplicon1	206	17701987	11.6371116982517	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000553_T01_01_WG01	amplicon1	42	6261241	6.70793537575059	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000581_T01_01_WG01	amplicon1	9	7143180	1.25994305057411	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000587_T01_01_WG01	amplicon1	451	21620105	20.8602132135806	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001395_T01_01_WG01	amplicon1	65	6344080	10.2457724366654	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001398_T01_01_WG01	amplicon1	212	16238740	13.0552000955739	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001399_T01_01_WG01	amplicon1	20	3272230	6.11203980160319	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001401_T01_01_WG01	amplicon1	162	10639127	15.2268132526287	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001404_T01_01_WG01	amplicon1	31	7103085	4.36430086363883	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001417_T01_01_WG01	amplicon1	766	51417272	14.8977176385398	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001419_T01_01_WG01	amplicon1	245	21468475	11.4120821343854	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001422_T01_01_WG01	amplicon1	46	12580845	3.65635217666222	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001438_T01_01_WG01	amplicon1	177	14015771	12.6286309900469	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001440_T01_01_WG01	amplicon1	278	19943322	13.9395031579995	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001441_T01_01_WG01	amplicon1	670	18850825	35.5422110172897	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001442_T01_01_WG01	amplicon1	562	28732327	19.5598497817458	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001452_T01_01_WG01	amplicon1	78	10501093	7.42779823014614	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001459_T01_01_WG01	amplicon1	855	51285157	16.6714903495372	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001461_T01_01_WG01	amplicon1	43	5879984	7.31294506923828	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001462_T01_01_WG01	amplicon1	51	7938662	6.42425637972747	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001466_T01_01_WG01	amplicon1	185	22668017	8.16127850971702	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001467_T01_01_WG01	amplicon1	89	13237472	6.72333811168779	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001478_T01_01_WG01	amplicon1	659	34926082	18.8684204543756	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001482_T01_01_WG01	amplicon1	189	4085093	46.2657765686118	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001484_T01_01_WG01	amplicon1	95	10231203	9.28532060208365	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001488_T01_01_WG01	amplicon1	61	11443886	5.33035718810901	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001489_T01_01_WG01	amplicon1	219	18114778	12.0895768085041	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001511_T01_01_WG01	amplicon1	592	27991139	21.1495502201607	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001518_T01_01_WG01	amplicon1	209	28243501	7.3999324658795	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001526_T01_01_WG01	amplicon1	42	5642249	7.44384021336173	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001530_T01_01_WG01	amplicon1	132	10927450	12.0796709204801	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001532_T01_01_WG01	amplicon1	364	35352018	10.2964419174034	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001534_T01_01_WG01	amplicon1	228	16943610	13.4564003774874	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001541_T01_01_WG01	amplicon1	89	6677480	13.3283813654253	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001547_T01_01_WG01	amplicon1	19	5475658	3.46990261261752	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001554_T01_01_WG01	amplicon1	77	14395947	5.3487276661966	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001556_T01_01_WG01	amplicon1	38	6733451	5.64346573547502	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001589_T01_01_WG01	amplicon1	29	6832949	4.24414114608495	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001591_T01_01_WG01	amplicon1	241	15425050	15.6239363891851	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001596_T01_01_WG01	amplicon1	86	8996477	9.55929748945059	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001626_T01_01_WG01	amplicon1	160	18126401	8.82690391766132	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001627_T01_01_WG01	amplicon1	6	875674	6.8518649634453	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001631_T01_01_WG01	amplicon1	565	67618449	8.35570777436791	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001637_T01_01_WG01	amplicon1	237	19205042	12.3405093308309	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001651_T01_01_WG01	amplicon1	18	3927768	4.58275539695827	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001656_T01_01_WG01	amplicon1	82	9238398	8.87599776498046	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001658_T01_01_WG01	amplicon1	156	50207042	3.10713385584437	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001664_T01_01_WG01	amplicon1	98	14485078	6.76558317462978	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001673_T01_01_WG01	amplicon1	851	78837465	10.7943602702091	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001678_T01_01_WG01	amplicon1	79	14213372	5.5581462301838	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001680_T01_01_WG01	amplicon1	393	16948329	23.1881266878876	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001681_T01_01_WG01	amplicon1	176	13751382	12.79871361293	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001684_T01_01_WG01	amplicon1	115	13412655	8.57399224836544	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001687_T01_01_WG01	amplicon1	550	30223886	18.1975276111086	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001688_T01_01_WG01	amplicon1	10	2824450	3.54051231213157	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001690_T01_01_WG01	amplicon1	293	27372912	10.7040127846098	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001692_T01_01_WG01	amplicon1	42	9319588	4.50663698867375	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001695_T01_01_WG01	amplicon1	45	11172293	4.02782132548797	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001698_T01_01_WG01	amplicon1	989	47368480	20.8788629063039	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001699_T01_01_WG01	amplicon1	503	21776236	23.0985740602738	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001700_T01_01_WG01	amplicon1	65	8736165	7.4403356621584	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001717_T01_01_WG01	amplicon1	201	5002055	40.1834845878344	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001727_T01_01_WG01	amplicon1	259	19127385	13.5407950433371	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001730_T01_01_WG01	amplicon1	366	50527280	7.2436117677421	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001736_T01_01_WG01	amplicon1	155	13786761	11.2426696886963	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001747_T01_01_WG01	amplicon1	44	10965815	4.01246966139772	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H002049_T01_01_WG01	amplicon1	56	5331562	10.5034884711085	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H002097_T01_01_WG01	amplicon1	44	8240616	5.33940666571528	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H003223_T01_01_WG01	amplicon1	654	38687245	16.9047963999504	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004018_T01_01_WG01	amplicon1	374	13671560	27.3560588550246	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004066_T01_01_WG01	amplicon1	64	8824896	7.25221011103134	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004118_T01_01_WG01	amplicon1	135	12849855	10.5059551255637	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004158_T01_01_WG01	amplicon1	384	19685786	19.5064601433745	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004210_T01_01_WG01	amplicon1	309	14242708	21.6953124363709	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004218_T01_01_WG01	amplicon1	170	16938476	10.036322039834	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004221_T01_01_WG01	amplicon1	99	8262709	11.9815426151399	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004281_T01_01_WG01	amplicon1	100	18444148	5.42177388730561	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004297_T01_01_WG01	amplicon1	74	5321512	13.9058222550283	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004389_T01_01_WG01	amplicon1	54	10110969	5.34073440438795	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004482_T01_01_WG01	amplicon1	133	16953577	7.84495213016109	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004514_T01_01_WG01	amplicon1	150	11854715	12.6531932652957	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000412_T01_01_WG01	amplicon2	715	33516483	21.3327872139807	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000472_T01_01_WG01	amplicon2	120	13502354	8.88733920026093	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000477_T01_01_WG01	amplicon2	188	20089748	9.35800687992701	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000505_T01_01_WG01	amplicon2	109	11155901	9.77061377651164	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000530_T01_01_WG01	amplicon2	68	6346278	10.7149418919247	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000535_T01_01_WG01	amplicon2	59	12448273	4.73961327808283	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000558_T01_01_WG01	amplicon2	8	1769804	4.52027456147686	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000587_T01_01_WG01	amplicon2	23	7764407	2.96223523573661	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000593_T01_01_WG01	amplicon2	120	32110676	3.73707485946419	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001394_T01_01_WG01	amplicon2	42	6443453	6.51824417746199	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001395_T01_01_WG01	amplicon2	66	3887697	16.976631666511	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001466_T01_01_WG01	amplicon2	20	2797925	7.14815443587659	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001467_T01_01_WG01	amplicon2	30	3833502	7.82574262384629	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001483_T01_01_WG01	amplicon2	12	3508768	3.42000383040429	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001510_T01_01_WG01	amplicon2	719	52278623	13.7532314116231	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001519_T01_01_WG01	amplicon2	89	7457933	11.9336014415791	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001545_T01_01_WG01	amplicon2	171	19922584	8.58322394323949	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001581_T01_01_WG01	amplicon2	79	28703065	2.75231930805996	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001637_T01_01_WG01	amplicon2	404	44631595	9.05188353676359	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001678_T01_01_WG01	amplicon2	42	6330301	6.63475559850945	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001682_T01_01_WG01	amplicon2	19	1205452	15.7617225737732	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001698_T01_01_WG01	amplicon2	65	2373447	27.3863288289142	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001717_T01_01_WG01	amplicon2	23	2902801	7.92338158902384	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001728_T01_01_WG01	amplicon2	42	11131345	3.77312894353737	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H002084_T01_01_WG01	amplicon2	36	3109400	11.5777963594263	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004188_T01_01_WG01	amplicon2	20	1178220	16.9747585340599	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004303_T01_01_WG01	amplicon2	11	2630981	4.18094999545797	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004304_T01_01_WG01	amplicon2	52	11430378	4.54928087242609	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004369_T01_01_WG01	amplicon2	145	13450925	10.7799277744839	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000485_T01_01_WG01	amplicon3	145	10729084	13.514667235339	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000524_T01_01_WG01	amplicon3	473	22773204	20.7700242794119	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000553_T01_01_WG01	amplicon3	556	39905968	13.9327531160252	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000558_T01_01_WG01	amplicon3	75	13791268	5.43822366442302	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000581_T01_01_WG01	amplicon3	5	1850352	2.70218855655573	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001400_T01_01_WG01	amplicon3	418	20828704	20.0684593722202	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001401_T01_01_WG01	amplicon3	134	14611045	9.17114415840893	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001486_T01_01_WG01	amplicon3	37	10943911	3.38087544754339	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001545_T01_01_WG01	amplicon3	260	19684175	13.2085799887473	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004188_T01_01_WG01	amplicon3	332	36938680	8.98786854321811	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004536_T01_01_WG01	amplicon3	46	6357424	7.23563506225163	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001545_T01_01_WG01	amplicon4	44	8489398	5.18293523286339	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001630_T01_01_WG01	amplicon4	172	26519198	6.48586733279038	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001400_T01_01_WG01	amplicon5	48	6169379	7.78036168632207	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001682_T01_01_WG01	amplicon5	4	1417515	2.82183962779935	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H001728_T01_01_WG01	amplicon5	69	8316703	8.29655694089352	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H004369_T01_01_WG01	amplicon5	265	24568518	10.7861613793718	APOBEC3B	cyclic	APOBEC3B_cyclic
CURTIS_H000382_T01_01_WG01	amplicon1	44	10749784	4.09310549867793	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000399_T01_01_WG01	amplicon1	168	18617077	9.0239729899597	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000438_T01_01_WG01	amplicon1	75	4660723	16.0919239354066	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000472_T01_01_WG01	amplicon1	5	1727787	2.89387522883318	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000487_T01_01_WG01	amplicon1	39	4575808	8.52308488468048	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000489_T01_01_WG01	amplicon1	55	3397848	16.1867158271942	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000524_T01_01_WG01	amplicon1	26	4766032	5.45527180681959	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000527_T01_01_WG01	amplicon1	362	13111269	27.609837003573	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000530_T01_01_WG01	amplicon1	27	2690838	10.0340488725074	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000534_T01_01_WG01	amplicon1	0	541444	0	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000547_T01_01_WG01	amplicon1	62	8712496	7.11621560572309	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000548_T01_01_WG01	amplicon1	65	5452490	11.9211589567335	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000559_T01_01_WG01	amplicon1	84	5412870	15.5185696312677	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000565_T01_01_WG01	amplicon1	0	126283	0	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001394_T01_01_WG01	amplicon1	7	4661763	1.50157783653952	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001400_T01_01_WG01	amplicon1	30	2656000	11.2951807228916	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001403_T01_01_WG01	amplicon1	67	3798801	17.6371439304138	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001416_T01_01_WG01	amplicon1	53	6419677	8.25586707867078	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001432_T01_01_WG01	amplicon1	58	6846913	8.47097078639673	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001436_T01_01_WG01	amplicon1	27	2307983	11.6985263756275	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001463_T01_01_WG01	amplicon1	22	5609424	3.9219713111364	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001483_T01_01_WG01	amplicon1	16	1110048	14.4137911153392	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001486_T01_01_WG01	amplicon1	1	6299925	0.158732048397402	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001520_T01_01_WG01	amplicon1	22	4938864	4.45446564230155	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001545_T01_01_WG01	amplicon1	45	2818178	15.9677635692281	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001546_T01_01_WG01	amplicon1	18	3636043	4.95043650473881	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001559_T01_01_WG01	amplicon1	45	4668818	9.63841383407963	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001566_T01_01_WG01	amplicon1	77	7562603	10.1816795090262	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001568_T01_01_WG01	amplicon1	52	15332085	3.39158046671408	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001581_T01_01_WG01	amplicon1	63	11048719	5.70201848739207	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001629_T01_01_WG01	amplicon1	52	8390344	6.19760047978962	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001630_T01_01_WG01	amplicon1	6	789839	7.59648485324224	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001676_T01_01_WG01	amplicon1	42	6657641	6.30854081798643	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001682_T01_01_WG01	amplicon1	269	24714595	10.8842568530862	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001715_T01_01_WG01	amplicon1	121	26336772	4.59433676989724	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001743_T01_01_WG01	amplicon1	204	13265773	15.3779203066418	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H002084_T01_01_WG01	amplicon1	30	2632323	11.3967776750801	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004289_T01_01_WG01	amplicon1	2	860924	2.32308542914357	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004304_T01_01_WG01	amplicon1	37	6232561	5.93656443956184	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004369_T01_01_WG01	amplicon1	12	1360190	8.82229688499401	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004536_T01_01_WG01	amplicon1	205	18867250	10.8653884376366	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004650_T01_01_WG01	amplicon1	6	1731371	3.46546176411641	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000416_T01_01_WG01	amplicon2	5	3143072	1.59080033801326	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000429_T01_01_WG01	amplicon2	49	6303068	7.7739919670865	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000485_T01_01_WG01	amplicon2	40	5811597	6.88278970479199	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000523_T01_01_WG01	amplicon2	4	751027	5.32604020894056	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000553_T01_01_WG01	amplicon2	88	6712493	13.1098833175692	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000559_T01_01_WG01	amplicon2	29	2683193	10.8080186553856	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001400_T01_01_WG01	amplicon2	143	7062964	20.2464574362831	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001401_T01_01_WG01	amplicon2	19	2560686	7.41988670223526	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001416_T01_01_WG01	amplicon2	42	7222670	5.81502408389141	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001486_T01_01_WG01	amplicon2	163	7858226	20.7425950844376	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001591_T01_01_WG01	amplicon2	151	9276596	16.2775224877746	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001636_T01_01_WG01	amplicon2	85	13199298	6.43973641628517	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001684_T01_01_WG01	amplicon2	8	816521	9.79766595102882	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001693_T01_01_WG01	amplicon2	435	18024542	24.1337616234576	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001699_T01_01_WG01	amplicon2	112	5301244	21.1271165786747	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001700_T01_01_WG01	amplicon2	11	2788030	3.94543817677715	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004018_T01_01_WG01	amplicon2	241	28635086	8.41624851414799	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004221_T01_01_WG01	amplicon2	17	3482391	4.88170340435637	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004289_T01_01_WG01	amplicon2	13	3074678	4.22808502223647	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004389_T01_01_WG01	amplicon2	125	9698264	12.8889046534514	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004463_T01_01_WG01	amplicon2	27	5693575	4.74218746569598	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000412_T01_01_WG01	amplicon3	20	5316622	3.76178708962194	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000489_T01_01_WG01	amplicon3	4	2401523	1.66560969851215	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000505_T01_01_WG01	amplicon3	2	950548	2.10404945357836	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000559_T01_01_WG01	amplicon3	123	7949807	15.4720737245571	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H000565_T01_01_WG01	amplicon3	66	17249660	3.82616237073658	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001404_T01_01_WG01	amplicon3	59	12715374	4.64005227058205	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001465_T01_01_WG01	amplicon3	47	6034459	7.78860209341053	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001466_T01_01_WG01	amplicon3	42	6421813	6.54020912785844	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001483_T01_01_WG01	amplicon3	0	340075	0	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001510_T01_01_WG01	amplicon3	2	526728	3.79702616910436	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001581_T01_01_WG01	amplicon3	2	5764283	0.34696422781463	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001591_T01_01_WG01	amplicon3	89	16518258	5.38797735209124	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001658_T01_01_WG01	amplicon3	3	6297963	0.476344494243615	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H001698_T01_01_WG01	amplicon3	15	8308581	1.8053624319243	APOBEC3B	noncyclic	APOBEC3B_noncyclic
CURTIS_H004369_T01_01_WG01	amplicon3	6	906495	6.61890026972019	APOBEC3B	noncyclic	APOBEC3B_noncyclic
