sample	ampliconID	Freq	width	FreqNorm	tf	type	group
CURTIS_H001699_T01_01_WG01	amplicon2	103	5301244	19.4294018536027	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001700_T01_01_WG01	amplicon2	8	2788030	2.86940958311066	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004018_T01_01_WG01	amplicon2	281	28635086	9.81313623433853	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004221_T01_01_WG01	amplicon2	26	3482391	7.4661346184274	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004289_T01_01_WG01	amplicon2	13	3074678	4.22808502223647	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004389_T01_01_WG01	amplicon2	133	9698264	13.7137945512723	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004463_T01_01_WG01	amplicon2	53	5693575	9.30873835858841	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000412_T01_01_WG01	amplicon3	21	5316622	3.94987644410304	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000489_T01_01_WG01	amplicon3	9	2401523	3.74762182165234	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000505_T01_01_WG01	amplicon3	3	950548	3.15607418036754	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000559_T01_01_WG01	amplicon3	114	7949807	14.3399707691017	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000565_T01_01_WG01	amplicon3	101	17249660	5.85518787036962	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001404_T01_01_WG01	amplicon3	100	12715374	7.86449537386789	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001465_T01_01_WG01	amplicon3	71	6034459	11.7657606091946	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001466_T01_01_WG01	amplicon3	71	6421813	11.0560678113797	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001483_T01_01_WG01	amplicon3	0	340075	0	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001510_T01_01_WG01	amplicon3	7	526728	13.2895915918652	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001581_T01_01_WG01	amplicon3	4	5764283	0.69392845562926	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001591_T01_01_WG01	amplicon3	154	16518258	9.32301699125901	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001658_T01_01_WG01	amplicon3	25	6297963	3.96953745203012	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001698_T01_01_WG01	amplicon3	33	8308581	3.97179735023345	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004369_T01_01_WG01	amplicon3	8	906495	8.82520035962691	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000593_T01_01_WG01	amplicon4	58	9275352	6.2531319566093	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001465_T01_01_WG01	amplicon4	32	3137635	10.198764355956	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001486_T01_01_WG01	amplicon4	140	11492133	12.1822467595876	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001682_T01_01_WG01	amplicon4	15	1760638	8.51963890362471	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H000523_T01_01_WG01	amplicon5	62	6016175	10.3055512846618	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001636_T01_01_WG01	amplicon5	72	3762121	19.138140426637	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001728_T01_01_WG01	amplicon6	152	17596303	8.63817814457957	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H004369_T01_01_WG01	amplicon6	13	1310106	9.92286120359727	ESR1	noncyclic	ESR1_noncyclic
CURTIS_H001728_T01_01_WG01	amplicon7	33	3664953	9.00420823950539	ESR1	noncyclic	ESR1_noncyclic
