"ER_early_sig"	"index"	"stage_code"	"Stage"	"group"
0.279190669325429	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.247463610435712	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.111779290762919	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.0950643163280427	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.0482272614158666	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
-0.31578000035567	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.0394297015942412	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.0129033349811267	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
-0.321195523188241	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.17571559322781	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.0622037276008754	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.241664663782588	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.456865740897008	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.12198472991164	"HER2+a"	"a"	"Primary"	"HER2+"
0.532388843430027	"ER+ Typicala"	"a"	"Primary"	"ER+ Typical"
-0.33357803031704	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.200705925569365	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
-0.16176759068516	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.277491791620139	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
-0.372965884327228	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
