"ER_early_sig"	"index"	"stage_code"	"Stage"	"group"
0.153128070636639	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.103673065187822	"HER2+b"	"b"	"Metastatic"	"HER2+"
-0.035574143423739	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.195867401458669	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.164369563646699	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.413569311384208	"ER+ Higha"	"a"	"Primary"	"ER+ High"
-0.359924546808942	"HER2+a"	"a"	"Primary"	"HER2+"
0.0131767434664057	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.000237034656314333	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.312056280914308	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.237182413631707	"HER2+b"	"b"	"Metastatic"	"HER2+"
-0.17082897139294	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.062291733338434	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.2422460749763	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
-0.471560240864527	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.103832549801276	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.254942580019635	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.40908299289334	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.315811648400639	"ER+ Typicala"	"a"	"Primary"	"ER+ Typical"
-0.258159473502361	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.151640397212298	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.106636885078551	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.039490787117658	"HER2+b"	"b"	"Metastatic"	"HER2+"
-0.294628722992253	"ER+ Typicala"	"a"	"Primary"	"ER+ Typical"
-0.103964344585196	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.363294920098517	"HER2+b"	"b"	"Metastatic"	"HER2+"
0.00831345375169992	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.358997877054119	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.139979916166815	"HER2+b"	"b"	"Metastatic"	"HER2+"
-0.098944635551112	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.178686634110385	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.342335682980594	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
0.261674173013159	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.32297667462637	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
-0.0809452396624397	"ER+ Highb"	"b"	"Metastatic"	"ER+ High"
0.32257968264367	"ER+ Typicalb"	"b"	"Metastatic"	"ER+ Typical"
