LF3 LF1 LF2
CURTIS_H000468_T01_01_WG01 0.398208567366305 1.10354816545921 2.22044604925031e-16
CURTIS_H000469_T01_01_WG01 2.22044604925031e-16 1.48352259542152 4.39452419888359e-05
CURTIS_H000470_T01_01_WG01 0.882369569175595 0.173921801395882 0.484743340365116
CURTIS_H000471_T01_01_WG01 0.177196201494224 2.22044604925031e-16 1.36270254532154
CURTIS_H000472_T01_01_WG01 0.805627759276915 0.714741499226963 2.22044604925031e-16
CURTIS_H000473_T01_01_WG01 1.1467282384585 0.0156132556590926 0.38732150379977
CURTIS_H000474_T01_01_WG01 0.549643079230183 0.700875578154728 0.267630128049986
CURTIS_H000475_T01_01_WG01 0.462521650820581 0.492605940550832 0.569735463225793
CURTIS_H000476_T01_01_WG01 2.22044604925031e-16 0.723159229869033 0.788311439778285
CURTIS_H000477_T01_01_WG01 0.986023372244962 0.161406325035883 0.395169477418583
CURTIS_H000478_T01_01_WG01 0.319356576320272 0.664438591914835 0.533235462551302
CURTIS_H000479_T01_01_WG01 0.0791587615206922 0.95611134182504 0.468495590866565
CURTIS_H000480_T01_01_WG01 0.0851879696655324 1.40226873992043 2.22044604925031e-16
CURTIS_H000481_T01_01_WG01 0.929989643769605 2.22044604925031e-16 0.617935450576229
CURTIS_H000482_T01_01_WG01 0.303708851280074 1.19373075945798 2.22044604925031e-16
CURTIS_H000483_T01_01_WG01 0.699344777671195 2.91796585020728e-06 0.846118136499477
CURTIS_H000484_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000485_T01_01_WG01 1.17554519377167 0.00193122690127931 0.372995934811077
CURTIS_H000486_T01_01_WG01 1.01434952227105 2.22044604925031e-16 0.53447502425439
CURTIS_H000487_T01_01_WG01 0.371288385095522 2.22044604925031e-16 1.17067978904382
CURTIS_H000488_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H000489_T01_01_WG01 0.453804794829938 0.601199731728715 0.465780368359254
CURTIS_H000490_T01_01_WG01 1.11995550923028 2.22044604925031e-16 0.429995017285136
CURTIS_H000491_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H000492_T01_01_WG01 2.22044604925031e-16 0.165899421092926 1.36602179928586
CURTIS_H000493_T01_01_WG01 0.484891993639159 2.22044604925031e-16 1.05828743180982
CURTIS_H000494_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000495_T01_01_WG01 0.777292289257705 2.22044604925031e-16 0.769004732943225
CURTIS_H000496_T01_01_WG01 0.278260585510474 2.22044604925031e-16 1.26271571833949
CURTIS_H000497_T01_01_WG01 0.542136125858595 0.966195789067939 2.22044604925031e-16
CURTIS_H000498_T01_01_WG01 0.240789758281052 0.41282323025607 0.871813840685469
CURTIS_H000499_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000500_T01_01_WG01 0.289744914884306 0.578640949174435 0.651477682028208
CURTIS_H000501_T01_01_WG01 0.493737974884355 0.82877029961574 0.190350912634249
CURTIS_H000502_T01_01_WG01 0.0832566452961069 1.40411183372749 2.22044604925031e-16
CURTIS_H000503_T01_01_WG01 2.22044604925031e-16 0.393598873579935 0.360961405259065
CURTIS_H000504_T01_01_WG01 0.536636392084334 0.362478534099499 0.63131381540356
CURTIS_H000505_T01_01_WG01 1.06371125588858 2.22044604925031e-16 0.485639589627328
CURTIS_H000506_T01_01_WG01 0.451323855514833 0.535187759510928 0.536669362540435
CURTIS_H000507_T01_01_WG01 0.365292209816593 0.728299560900549 0.421585033461409
CURTIS_H000509_T01_01_WG01 0.666801783154768 0.847225353778253 2.22044604925031e-16
CURTIS_H000510_T01_01_WG01 0.45525345927022 1.04910931062096 2.22044604925031e-16
CURTIS_H000511_T01_01_WG01 0.205029005774671 1.28790251797368 2.22044604925031e-16
CURTIS_H000513_T01_01_WG01 0.471471570929388 1.03363210666988 2.22044604925031e-16
CURTIS_H000514_T01_01_WG01 0.592318956557364 0.918305509244383 2.22044604925031e-16
CURTIS_H000515_T01_01_WG01 0.156391708737501 0.516689394563774 0.847634143341834
CURTIS_H000516_T01_01_WG01 0.286270424492234 1.21037252969938 2.22044604925031e-16
CURTIS_H000517_T01_01_WG01 0.0150078230487529 1.06044227050565 0.423802838378927
CURTIS_H000518_T01_01_WG01 1.02890674706683 2.22044604925031e-16 0.520073009824063
CURTIS_H000519_T01_01_WG01 0.439049975971881 1.06457255449279 2.22044604925031e-16
CURTIS_H000520_T01_01_WG01 0.730850167938861 0.786102953410508 2.22044604925031e-16
CURTIS_H000521_T01_01_WG01 2.22044604925031e-16 0.263345023629047 1.26500009776173
CURTIS_H000522_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H000523_T01_01_WG01 0.570332523812845 2.22044604925031e-16 0.97375787581552
CURTIS_H000524_T01_01_WG01 0.698498578957019 0.816976593408562 2.22044604925031e-16
CURTIS_H000526_T01_01_WG01 0.8976052524934 2.22044604925031e-16 0.64997455672595
CURTIS_H000527_T01_01_WG01 0.537034699483203 0.634243627057738 0.349181314154492
CURTIS_H000528_T01_01_WG01 0.373578185250792 0.840221217362415 0.297358400141478
CURTIS_H000529_T01_01_WG01 1.14805174892843 2.22044604925031e-16 0.402198342077644
CURTIS_H000530_T01_01_WG01 0.491077601504482 0.504871124249043 0.528768682032325
CURTIS_H000531_T01_01_WG01 2.22044604925031e-16 1.21219682120459 0.281326944837446
CURTIS_H000532_T01_01_WG01 0.369780545672933 1.13067748229464 2.22044604925031e-16
CURTIS_H000533_T01_01_WG01 0.72442915765857 0.792230626457071 2.22044604925031e-16
CURTIS_H000534_T01_01_WG01 1.1342185423125 0.401162047292994 2.22044604925031e-16
CURTIS_H000535_T01_01_WG01 1.52809048793365 0.0244714999751637 0.000842043147589776
CURTIS_H000536_T01_01_WG01 0.738087087924518 0.425902909870084 0.36625905424794
CURTIS_H000537_T01_01_WG01 0.31143711482568 0.550750023140883 0.658931244924569
CURTIS_H000538_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000539_T01_01_WG01 0.417069728534694 0.528576515581216 0.577412135204753
CURTIS_H000540_T01_01_WG01 0.375319928279126 0.526215856840462 0.621164086719654
CURTIS_H000541_T01_01_WG01 0.020142184194071 1.46434297575359 2.22044604925031e-16
CURTIS_H000543_T01_01_WG01 0.370478534130882 0.716665083914796 0.428515450006574
CURTIS_H000545_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000546_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000547_T01_01_WG01 0.199423600979046 1.29325184563115 2.22044604925031e-16
CURTIS_H000548_T01_01_WG01 1.55458457851541 2.22044604925031e-16 2.22044604925031e-16
CURTIS_H000550_T01_01_WG01 2.22044604925031e-16 0.550129817730427 0.967690756782179
CURTIS_H000551_T01_01_WG01 0.0276498816131339 0.918623525162916 0.558318838776378
CURTIS_H000552_T01_01_WG01 0.560943855327123 2.22044604925031e-16 0.983046441521543
CURTIS_H000553_T01_01_WG01 0.551253101882124 0.957495312693214 2.22044604925031e-16
CURTIS_H000554_T01_01_WG01 0.0453204325202195 1.1443284919065 0.306848711903618
CURTIS_H000557_T01_01_WG01 0.457026277400775 2.22044604925031e-16 1.08585604141822
CURTIS_H000558_T01_01_WG01 0.423680534579436 0.753214293159617 0.337990186570727
CURTIS_H000559_T01_01_WG01 1.48126114049237 2.22044604925031e-16 0.0725416573078763
CURTIS_H000560_T01_01_WG01 0.228552207784096 2.22044604925031e-16 1.31189410112651
CURTIS_H000561_T01_01_WG01 0.630031792479778 0.0874514932111858 0.824034301569078
CURTIS_H000562_T01_01_WG01 0.250996610788927 1.24403489559571 2.22044604925031e-16
CURTIS_H000563_T01_01_WG01 0.247575466098915 1.24729974881822 2.22044604925031e-16
CURTIS_H000564_T01_01_WG01 0.00768058324884663 1.47623528130922 2.22044604925031e-16
CURTIS_H000565_T01_01_WG01 0.654419099053736 0.859042347724346 2.22044604925031e-16
CURTIS_H000566_T01_01_WG01 0.1334811401244 1.35618179315721 2.22044604925031e-16
CURTIS_H000567_T01_01_WG01 0.0190452525030996 2.22044604925031e-16 1.51916727548087
CURTIS_H000568_T01_01_WG01 0.108193315759429 1.12450139181835 0.265200907878171
CURTIS_H000569_T01_01_WG01 0.573066574141963 0.936678366420937 2.22044604925031e-16
CURTIS_H000570_T01_01_WG01 0.309013131065564 1.18866880022506 2.22044604925031e-16
CURTIS_H000571_T01_01_WG01 2.22044604925031e-16 0.845811203198955 0.66115833364927
CURTIS_H000572_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000573_T01_01_WG01 0.26284572174133 1.23272709905914 2.22044604925031e-16
CURTIS_H000574_T01_01_WG01 0.0140683095545908 1.20306910524297 0.276871321446242
CURTIS_H000575_T01_01_WG01 2.22044604925031e-16 0.982362177409743 0.519596155361766
CURTIS_H000576_T01_01_WG01 0.786712112765431 0.73279300393215 2.22044604925031e-16
CURTIS_H000577_T01_01_WG01 0.375460127055458 1.12525736673116 2.22044604925031e-16
CURTIS_H000578_T01_01_WG01 0.329051218551487 0.338515215631047 0.861528432441412
CURTIS_H000579_T01_01_WG01 0.105287605314803 1.38308733540036 2.22044604925031e-16
CURTIS_H000580_T01_01_WG01 2.22044604925031e-16 1.07969299387361 0.418693452376598
CURTIS_H000581_T01_01_WG01 0.56025919412901 0.333735921976906 0.637740302057054
CURTIS_H000582_T01_01_WG01 0.8390180977857 0.682876563903015 2.22044604925031e-16
CURTIS_H000583_T01_01_WG01 0.817450871950513 0.296551336706529 0.421840024264236
CURTIS_H000585_T01_01_WG01 0.666477511660267 0.847534811263896 2.22044604925031e-16
CURTIS_H000587_T01_01_WG01 0.716966507406817 0.490857040946646 0.319816600725875
CURTIS_H000588_T01_01_WG01 0.338626654555509 1.16040814002022 2.22044604925031e-16
CURTIS_H000589_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000590_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H000591_T01_01_WG01 0.346313036707714 1.15307290231095 2.22044604925031e-16
CURTIS_H000592_T01_01_WG01 0.414001881069982 0.325292038888641 0.791191967438354
CURTIS_H000593_T01_01_WG01 0.0750416642967854 1.41195152179061 2.22044604925031e-16
CURTIS_H000724_T01_01_WG01 0.329242344951591 0.392896706468829 0.804962138587314
CURTIS_H000730_T01_01_WG01 2.22044604925031e-16 0.402967464195561 1.120253735177
CURTIS_H000779_T01_01_WG01 0.431156651729767 1.07210528035598 2.22044604925031e-16
CURTIS_H000782_T01_01_WG01 0.108122044892873 1.38038238427173 2.22044604925031e-16
CURTIS_H000793_T01_01_WG01 0.693752471347079 0.178089410193816 0.66702883327121
CURTIS_H001390_T01_01_WG01 0.515091430180848 0.992004975710373 2.22044604925031e-16
CURTIS_H001391_T01_01_WG01 0.68884448267284 2.22044604925031e-16 0.856509501512538
CURTIS_H001392_T01_01_WG01 0.898062072724316 0.419510527983935 0.214616708462478
CURTIS_H001393_T01_01_WG01 0.421416583129417 0.329477523834423 0.779517235959324
CURTIS_H001394_T01_01_WG01 0.517581190299337 0.276458159191397 0.739343035182475
CURTIS_H001395_T01_01_WG01 0.240084403364288 1.25444859007611 2.22044604925031e-16
CURTIS_H001396_T01_01_WG01 2.22044604925031e-16 0.40052595305111 1.1227848459063
CURTIS_H001397_T01_01_WG01 0.319326990755458 0.648401218182204 0.549890652573095
CURTIS_H001398_T01_01_WG01 0.440692266415101 1.06300529039504 2.22044604925031e-16
CURTIS_H001399_T01_01_WG01 1.34299860994452 2.22044604925031e-16 0.209330021028228
CURTIS_H001400_T01_01_WG01 0.561463572220538 0.643616790779645 0.315295760172908
CURTIS_H001401_T01_01_WG01 1.26928444894804 0.272266487330951 2.22044604925031e-16
CURTIS_H001402_T01_01_WG01 0.963830565133723 2.22044604925031e-16 0.584455343985928
CURTIS_H001403_T01_01_WG01 1.17722766100628 2.22044604925031e-16 0.373333506048938
CURTIS_H001404_T01_01_WG01 0.396502562926682 1.10517623284513 2.22044604925031e-16
CURTIS_H001405_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001406_T01_01_WG01 0.383830240733745 2.22044604925031e-16 1.15827165573415
CURTIS_H001407_T01_01_WG01 0.463065722560796 2.22044604925031e-16 1.07988098933473
CURTIS_H001408_T01_01_WG01 2.22044604925031e-16 0.187058193764912 0.575081800287976
CURTIS_H001409_T01_01_WG01 0.777292289257705 2.22044604925031e-16 0.769004732943224
CURTIS_H001410_T01_01_WG01 0.473428560535316 0.812042072359074 0.227785912937859
CURTIS_H001411_T01_01_WG01 2.22044604925031e-16 0.160445650035275 1.37167571508737
CURTIS_H001412_T01_01_WG01 0.32061847239194 1.17759363695051 2.22044604925031e-16
CURTIS_H001413_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H001414_T01_01_WG01 0.541928463740523 2.22044604925031e-16 1.00185908939025
CURTIS_H001415_T01_01_WG01 0.803890364590369 2.22044604925031e-16 0.742690248545686
CURTIS_H001416_T01_01_WG01 0.532209710751416 0.975668726136417 2.22044604925031e-16
CURTIS_H001417_T01_01_WG01 1.01685481126227 0.344215886100144 0.175148383942915
CURTIS_H001418_T01_01_WG01 0.873127028807788 0.416247329152375 0.242668845876578
CURTIS_H001419_T01_01_WG01 0.342776194585437 2.22044604925031e-16 1.19888798016041
CURTIS_H001420_T01_01_WG01 2.22044604925031e-16 0.35790928341658 1.16696547969299
CURTIS_H001421_T01_01_WG01 0.575106106359032 0.40200495578452 0.552277289844295
CURTIS_H001422_T01_01_WG01 0.313686073375716 1.18420933646592 2.22044604925031e-16
CURTIS_H001423_T01_01_WG01 0.642713475813502 2.22044604925031e-16 0.902148655664118
CURTIS_H001424_T01_01_WG01 0.231502241302968 2.22044604925031e-16 1.30897552111523
CURTIS_H001426_T01_01_WG01 2.22044604925031e-16 0.686097753234136 0.826733013797146
CURTIS_H001427_T01_01_WG01 0.593251520038053 0.91741554896471 2.22044604925031e-16
CURTIS_H001428_T01_01_WG01 0.402068773904518 0.0503206106449565 1.08806028614324
CURTIS_H001429_T01_01_WG01 1.00680175626523 0.337275690503316 0.192289142177566
CURTIS_H001430_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001431_T01_01_WG01 2.22044604925031e-16 1.13633651575385 0.359971203124355
CURTIS_H001432_T01_01_WG01 0.82618369148967 0.695124643581412 2.22044604925031e-16
CURTIS_H001433_T01_01_WG01 0.652113981698023 2.22044604925031e-16 0.892848378770647
CURTIS_H001434_T01_01_WG01 0.734896073168715 0.241236563910025 0.560859353965072
CURTIS_H001435_T01_01_WG01 0.160483133315843 1.33041335818203 2.22044604925031e-16
CURTIS_H001436_T01_01_WG01 0.435362463436607 1.06809160682021 2.22044604925031e-16
CURTIS_H001437_T01_01_WG01 0.555570045211756 0.953375584468245 2.22044604925031e-16
CURTIS_H001438_T01_01_WG01 0.769959567288339 0.369826127205714 0.392861113568821
CURTIS_H001439_T01_01_WG01 0.598267713549339 2.22044604925031e-16 0.946120533441333
CURTIS_H001440_T01_01_WG01 0.858125235055373 0.506017970283631 0.164445608017412
CURTIS_H001441_T01_01_WG01 1.09846264991271 2.22044604925031e-16 0.45125871791374
CURTIS_H001442_T01_01_WG01 0.67090035763018 0.843314018451569 2.22044604925031e-16
CURTIS_H001443_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001444_T01_01_WG01 0.524817732717927 2.22044604925031e-16 1.01878738434743
CURTIS_H001445_T01_01_WG01 2.65279249398247e-11 1.48356498500675 2.22044604925031e-16
CURTIS_H001446_T01_01_WG01 0.475008185649111 0.507270353854097 0.542179486888409
CURTIS_H001447_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 0.769004732943225
CURTIS_H001448_T01_01_WG01 0.676888509704752 2.22044604925031e-16 0.868337998882791
CURTIS_H001449_T01_01_WG01 2.22044604925031e-16 1.48356498503206 2.22044604925031e-16
CURTIS_H001450_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001451_T01_01_WG01 0.483921850319864 2.22044604925031e-16 1.05924723137876
CURTIS_H001452_T01_01_WG01 0.837337059459121 0.395962242472924 0.299106736709055
CURTIS_H001453_T01_01_WG01 1.04044808749732 0.331433078242953 0.165058577842164
CURTIS_H001454_T01_01_WG01 2.22044604925031e-16 0.481380784830677 1.03896277009953
CURTIS_H001455_T01_01_WG01 1.17337787051169 2.22044604925031e-16 0.377142249750759
CURTIS_H001456_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001457_T01_01_WG01 0.692199592040716 0.263133096753805 0.58040050073587
CURTIS_H001458_T01_01_WG01 0.481640280188175 0.281287716261782 0.769893946110279
CURTIS_H001459_T01_01_WG01 1.14235526562778 2.22044604925031e-16 0.407834088990201
CURTIS_H001460_T01_01_WG01 0.388920364177725 2.22044604925031e-16 1.15323580361805
CURTIS_H001461_T01_01_WG01 0.3530056351143 1.14668604836159 2.22044604925031e-16
CURTIS_H001462_T01_01_WG01 1.38465857811313 2.22044604925031e-16 0.168114234973639
CURTIS_H001463_T01_01_WG01 0.951673252101126 4.9960675053259e-11 0.596483034664051
CURTIS_H001464_T01_01_WG01 0.926054739647448 2.22044604925031e-16 0.621828400416895
CURTIS_H001465_T01_01_WG01 0.45083070498053 1.05333001594138 2.22044604925031e-16
CURTIS_H001466_T01_01_WG01 0.515386371116601 0.991723508847145 2.22044604925031e-16
CURTIS_H001467_T01_01_WG01 1.12490767002753 0.31153917019087 0.102123493454641
CURTIS_H001468_T01_01_WG01 0.736326536370547 0.78087676722375 2.22044604925031e-16
CURTIS_H001469_T01_01_WG01 2.22044604925031e-16 0.380737916512654 0.374294339043162
CURTIS_H001470_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001471_T01_01_WG01 0.582869131614565 2.22044604925031e-16 0.96135493438948
CURTIS_H001472_T01_01_WG01 2.22044604925031e-16 0.207009067678892 0.554398760959069
CURTIS_H001473_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 1.53800946588645
CURTIS_H001474_T01_01_WG01 2.22044604925031e-16 2.22044604925031e-16 0.769004732943225
CURTIS_H001475_T01_01_WG01 0.549098654637303 2.22044604925031e-16 0.994765347676953
CURTIS_H001476_T01_01_WG01 0.693141465585272 7.99415298723273e-08 0.852258250521113
CURTIS_H001477_T01_01_WG01 2.22044604925031e-16 0.673788168839222 0.839494340406709
CURTIS_H001478_T01_01_WG01 0.713658439084598 0.802509295859053 2.22044604925031e-16
CURTIS_H001479_T01_01_WG01 0.524412637545398 0.593188532337353 0.40423055014845
CURTIS_H001480_T01_01_WG01 2.22044604925031e-16 0.741782492516032 2.22044604925031e-16
CURTIS_H001481_T01_01_WG01 0.274778642206823 2.22044604925031e-16 1.26616053686832
CURTIS_H001482_T01_01_WG01 0.24951619536428 1.24544767976819 2.22044604925031e-16
CURTIS_H001483_T01_01_WG01 0.861246127912612 0.405246141913286 0.265827984952989
CURTIS_H001484_T01_01_WG01 0.743385648232504 0.393305701602144 0.394810461726024
