donor	sample	myc_cn	myc_rna
CURTIS_H004493	CURTIS_H004493_T01_01_WG01	14	10.7345437242331
CURTIS_H004494	CURTIS_H004494_T01_01_WG01	12	10.2256638935898
CURTIS_H004495	CURTIS_H004495_T01_01_WG01	5	7.13494514785291
CURTIS_H004496	CURTIS_H004496_T01_01_WG01	2	9.04555655993248
CURTIS_H004497	CURTIS_H004497_T01_01_WG01	2	8.76218412324418
CURTIS_H004498	CURTIS_H004498_T01_01_WG01	6	10.7404811762139
CURTIS_H004499	CURTIS_H004499_T01_01_WG01	2	7.47779193251292
CURTIS_H004502	CURTIS_H004502_T01_01_WG01	3	11.0776969125108
CURTIS_H004505	CURTIS_H004505_T01_01_WG01	6	9.37596132536499
CURTIS_H004506	CURTIS_H004506_T01_01_WG01	18	9.63047791608029
CURTIS_H004508	CURTIS_H004508_T01_01_WG01	3	9.61200562293319
CURTIS_H004512	CURTIS_H004512_T01_01_WG01	2	9.1014626880782
CURTIS_H004523	CURTIS_H004523_T01_01_WG01	4	9.97398401679177
CURTIS_H004530	CURTIS_H004530_T01_01_WG01	4	8.31858449885453
CURTIS_H004533	CURTIS_H004533_T01_01_WG01	4	10.6300351635726
CURTIS_H004535	CURTIS_H004535_T01_01_WG01	2	7.98939544600146
CURTIS_H004539	CURTIS_H004539_T01_01_WG01	2	8.11406416308756
CURTIS_H004562	CURTIS_H004562_T01_01_WG01	3	9.38453290335687
CURTIS_H004581	CURTIS_H004581_T01_01_WG01	4	10.0827110758269
CURTIS_H004588	CURTIS_H004588_T01_01_WG01	10	12.5278684561602
CURTIS_H004599	CURTIS_H004599_T01_01_WG01	6	11.3299980401817
CURTIS_H004607	CURTIS_H004607_T01_01_WG01	13	11.4390353642382
CURTIS_H004614	CURTIS_H004614_T01_01_WG01	1	7.5756204916992
CURTIS_H004617	CURTIS_H004617_T01_01_WG01	7	9.04987692828809
CURTIS_H004619	CURTIS_H004619_T01_01_WG01	6	7.86447439440883
CURTIS_H004627	CURTIS_H004627_T02_01_WG01	10	9.81570982749314
CURTIS_H004648	CURTIS_H004648_T01_01_WG01	6	10.407025355937
CURTIS_H004649	CURTIS_H004649_T02_01_WG01	5	10.3167743551907
CURTIS_H004657	CURTIS_H004657_T01_01_WG01	22	11.2941741659286
CURTIS_H004660	CURTIS_H004660_T01_01_WG01	3	9.69176186323239
CURTIS_H004661	CURTIS_H004661_T01_01_WG01	2	8.63026224941681
CURTIS_H004663	CURTIS_H004663_T01_01_WG01	2	8.45009930821793
CURTIS_H004664	CURTIS_H004664_T01_01_WG01	2	8.64468824182468
CURTIS_H004665	CURTIS_H004665_T01_01_WG01	6	10.8875854715672
CURTIS_H004669	CURTIS_H004669_T01_01_WG01	7	7.77964524201437
CURTIS_H004673	CURTIS_H004673_T01_01_WG01	5	9.85079543453629
CURTIS_H004674	CURTIS_H004674_T01_01_WG01	7	9.49336435066821
CURTIS_H004675	CURTIS_H004675_T01_01_WG01	14	9.51919968062697
CURTIS_H004676	CURTIS_H004676_T01_01_WG01	3	9.51230410134118
CURTIS_H004677	CURTIS_H004677_T01_01_WG01	2	9.05309330061805
CURTIS_H004678	CURTIS_H004678_T01_01_WG01	6	10.1158787293197
CURTIS_H004681	CURTIS_H004681_T01_01_WG01	4	9.44493836935585
CURTIS_H004682	CURTIS_H004682_T01_01_WG01	6	9.6809451167495
CURTIS_H004685	CURTIS_H004685_T01_01_WG01	5	8.7265182763176
CURTIS_H004687	CURTIS_H004687_T01_01_WG01	2	8.97661842439204
CURTIS_H004689	CURTIS_H004689_T01_01_WG01	2	9.46011095582185
CURTIS_H004690	CURTIS_H004690_T01_01_WG01	5	7.55246593813275
CURTIS_H004694	CURTIS_H004694_T01_01_WG01	3	8.5896545180449
CURTIS_H004695	CURTIS_H004695_T01_01_WG01	5	11.0569401411382
CURTIS_H004696	CURTIS_H004696_T01_01_WG01	3	9.08048685673993
CURTIS_H004698	CURTIS_H004698_T01_01_WG01	5	10.6826084242731
CURTIS_H004701	CURTIS_H004701_T01_01_WG01	3	8.89765132685781
CURTIS_H004702	CURTIS_H004702_T01_01_WG01	5	10.951650197131
CURTIS_H004704	CURTIS_H004704_T01_01_WG01	4	10.3027650985925
CURTIS_H004705	CURTIS_H004705_T01_01_WG01	4	7.31549455156433
CURTIS_H004717	CURTIS_H004717_T01_01_WG01	5	8.93739272414486
CURTIS_H004718	CURTIS_H004718_T01_01_WG01	4	9.76607388743166
CURTIS_H004750	CURTIS_H004750_T01_01_WG01	8	11.2606340413819
CURTIS_H004753	CURTIS_H004753_T01_01_WG01	3	9.47514730107011
